ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
929	139	19	20	cl	Falkenstein	Obertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			462781.361747563	5560030.75592443	detected		462781.3617	5560030756	
321	125	1	24	br	Wallau	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	463076.2068	5641983062	found
363	125	13	15	a	Bottenhorn	Biedenkopf	Hessen-Nassau	NA	j	NA	NA	NA	detected			463266.547758935	5627124.62246613	detected		463266.5478	5627124622	
1158	151	19	5	cu	Klein-Rohrheim	Groß Gerau	Hessen	j	j	j	j	NA	not detected	Klein-Rohrhein		463270.072774651	5509158.71629509	detected		463270.0728	5509158716	
1090	151	8	21	cl	Goddelau	Groß Gerau	Hessen	j	j	j	j	NA	detected			463843.069570603	5520462.34079474	detected		463843.0696	5520462341	
796	139	1	20	cd	Brandoberndorf	Wetzlar	Hessen-Nassau	j	NA	NA	NA	NA	detected			464290.854200325	5586940.69022715	detected		464290.8542	5586940.69	
960	139	25	5	cd	Neuenhain	Main-Taunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	464368.4967	5556117053	found
797	139	2	1	cl	Niederwetz	Wetzlar	Hessen-Nassau	j	j	NA	NA	NA	detected			464403.857236671	5593155.87908793	detected		464403.8572	5593155879	
991	139	32	1	ab	Frankfurt-Sindlingen	Frankfurt a. M.	Hessen-Nassau	j	j	NA	NA	NA	not detected	Sindlingen	Frankfurt	99999	99999	not detected	NANA	464900.65	5547666.79	f
1088	151	8	1	c	Büttelborn	Groß Gerau	Hessen	j	NA	NA	NA	NA	detected			464969.933244156	5527859.8938053	detected		464969.9332	5527859894	
1241	151	32	21	a	Käfertal	AB. Mannheim	Baden	j	j	j	j	NA	not detected	Mannheim-Käfertal	Mannheim	465043.4218316	5484553.67065881	detected		465043.4218	5484553671	
1122	151	14	6	au	Crumstadt	Groß Gerau	Hessen	j	j	j	j	NA	detected			465061.073188364	5517541.25907795	detected		465061.0732	5517541259	
890	139	14	11	ac	Neu-Anspach	Usingen	Hessen-Nassau	j	j	j	j	NA	not detected	Anspach	Neu-Anspach	99999	99999	not detected	NANA	465092.48	5571440.08	f
903	139	16	18	du	Höchst an der Nidder	Büdingen	Hessen	j	j	j	j	NA	not detected	Höchst	Altenstadt	99999	99999	not detected	NANA	465092.48	5571440.08	f
346	125	8	21	a	Hommertshausen	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	detected			465348.034743248	5632759.55096253	detected		465348.0347	5632759551	
1275	111	14	11	co	Wiemeringhausen	Brilon	Westfalen	j	j	j	j	NA	not detected	Wiemeringhausen	Olsberg	99999	99999	not detected	NANA	465366.86	5682319.07	f
1272	111	14	6	co	Affinghausen	Brilon	Westfalen	j	j	j	j	NA	not detected	Assinghausen	Olsberg	99999	99999	not detected	NANA	465475.88	5684067.59	f
1061	151	2	21	cu	Klein-Gerau	Groß Gerau	Hessen	j	j	j	j	NA	not detected	Klein Gerau		465498.181899044	5529602.11143369	detected		465498.1819	5529602111	
429	125	26	1	cr	Hohensolms	Wetzlar	Hessen-Nassau	NA	NA	j	j	NA	detected			465882.16828103	5611026.97133054	detected		465882.1683	5611026971	
344	125	8	1	b	Biedenkopf	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	detected			466593.236817716	5640268.88249403	detected		466593.2368	5640268882	
400	125	20	16	br	Wilsbach	Biedenkopf	Hessen-Nassau	j	j	j	NA	NA	detected			466926.932252312	5616369.05045641	detected		466926.9323	5616369.05	
1276	111	14	21	b	Niedersfeld	Brilon	Westfalen	j	j	j	j	NA	not detected	Niedersfeld	Winterberg	99999	99999	not detected	NANA	467321.69	5678629.08	f
368	125	14	22	au	Weidenhausen	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		467475.9486	5622870933	found
1163	151	20	7	cu	Langwaden	Bensheim	Hessen	j	j	j	j	NA	not detected	Langwaden	Bensheim	99999	99999	not detected	NANA	467665.12	5507397.01	f
1125	151	14	12	bu	Hahn	Darmstadt	Hessen	j	j	j	j	NA	detected			468051.706575005	5515888.31885622	detected		468051.7066	5515888319	
432	125	26	22	cr	Waldgirmes	Wetzlar	Hessen-Nassau	j	j	j	j	NA	detected			468201.285434711	5604062.38547894	detected		468201.2854	5604062385	
840	139	8	2	cd	Bodenrod	Friedberg	Hessen	j	j	j	j	NA	detected			468331.487336646	5583289.91310609	detected		468331.4873	5583289913	
1200	151	26	2	du	Lorsch	Bensheim	Hessen	j	j	j	NA	NA	detected			468773.338845324	5499973.89354344	detected		468773.3388	5499973894	
802	139	2	17	b	Cleeberg	Wetzlar	Hessen-Nassau	j	j	j	j	NA	not detected	Kleeberg		468810.23948287	5588535.51734562	detected		468810.2395	5588535517	
1123	151	14	7	b	Eschollbrücken	Darmstadt	Hessen	NA	j	j	j	NA	detected			468811.32712543	5517807.36007741	detected		468811.3271	5517807.36	
1166	151	20	13	cl	Fehlheim	Bensheim	Hessen	j	j	j	j	NA	detected			469015.473515729	5505709.46981419	detected		469015.4735	5505709.47	
366	125	14	12	b	Runzhausen	Biedenkopf	Hessen-Nassau	j	j	j	NA	NA	detected			469165.121852306	5627008.53940322	detected		469165.1219	5627008539	
993	139	32	23	cl	Walldorf	Groß Gerau	Hessen	j	NA	NA	NA	NA	detected			469291.917909188	5538929.92064359	detected		469291.9179	5538929921	
1162	151	20	3	cl	Hähnlein	Bensheim	Hessen	j	j	j	j	NA	detected			469303.143929935	5509387.96413236	detected		469303.1439	5509387964	
968	139	26	12	d	Frankfurt-Sossenheim	Frankfurt a. M.	Hessen-Nassau	j	j	j	NA	NA	not detected	Frankfurt-Sossenheim	Frankfurt	99999	99999	not detected	NANA	469412.35	5552514.41	f
966	139	26	7	br	Eschborn	Main-Taunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			469423.108643769	5554328.85239638	detected		469423.1086	5554328852	
843	139	8	17	br	Wernborn	Usingen	Hessen-Nassau	j	j	j	j	NA	detected			469450.274312879	5578880.00371521	detected		469450.2743	5578880004	
841	139	8	12	br	Maibach	Friedberg	Hessen	j	j	j	j	NA	detected			469589.428661093	5580813.99160294	detected		469589.4287	5580813992	
930	139	20	8	al	Oberstedten	Obertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			469649.342907793	5563923.35825348	detected		469649.3429	5563923358	
1062	151	2	23	a	Schneppenhausen	Darmstadt	Hessen	j	j	j	j	NA	detected			469833.725319436	5530765.72528563	detected		469833.7253	5530765725	
1202	151	26	18	cu	Hüttenfeld	Bensheim	Hessen	j	j	j	j	NA	detected			470105.132834984	5494062.7224284	detected		470105.1328	5494062722	
430	125	26	13	ac	Bieber	Wetzlar	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	470602.6857	5608129398	found
480	125	32	3	ar	Atzbach	Wetzlar	Hessen-Nassau	j	j	j	j	NA	detected			470622.954942905	5602902.92876031	detected		470622.9549	5602902929	
323	125	2	13	ao	Eifa	Biedenkopf	Hessen-Nassau	NA	j	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	470646.0285	5645826893	found
932	139	20	18	bo	Bommersheim	Obertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			470651.077076481	5560604.22757485	detected		470651.0771	5560604228	
484	125	32	18	cu	Kleinrechtenbach	Wetzlar	Hessen-Nassau	NA	NA	j	NA	NA	detected			470762.763620194	5596208.02989122	detected		470762.7636	5596208.03	
86	111	32	18	ad	Dodenau	Frankenberg	Hessen-Nassau	j	j	j	j	NA	detected			471483.99649146	5652605.80638025	detected		471483.9965	5652605806	
888	139	14	4	al	Pfaffenwiesbach	Usingen	Hessen-Nassau	j	j	j	j	NA	detected			471949.434491	5575319.08285986	detected		471949.4345	5575319083	
322	125	2	3	d	Holzhausen	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	not detected	Holzhausen	Hatzfeld	99999	99999	not detected	NANA	472024.4	5648692.48	f
1126	151	14	24	c	Bickenbach	Bensheim	Hessen	j	j	j	j	NA	detected			472080.50937189	5511374.19890197	detected		472080.5094	5511374199	
1164	151	20	9	cl	Zwingenberg	Bensheim	Hessen	NA	j	j	j	NA	detected			472084.913479547	5508038.71349993	detected		472084.9135	5508038713	
398	125	20	8	dr	Rollshausen	Marburg	Hessen-Nassau	NA	j	j	NA	NA	not detected	Rollshausen	Lohra	99999	99999	not detected	NANA	472150.15	5618496.5	f
1167	151	20	14	du	Auerbach	Bensheim	Hessen	j	j	j	j	NA	detected			472691.649808392	5505433.97218487	detected		472691.6498	5505433972	
844	139	8	24	au	Friedrichsthal	Usingen	Hessen-Nassau	j	j	j	j	NA	not detected	Friedrichsthal	Wehrheim	99999	99999	not detected	NANA	472727.67	5576655.04	f
799	139	2	9	ac	Niederkleen	Wetzlar	Hessen-Nassau	j	j	NA	NA	NA	detected			472766.915763778	5591660.45523783	detected		472766.9158	5591660455	
399	125	20	14	a	Altenvers	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			473134.243226803	5617612.28091436	detected		473134.2432	5617612281	
483	125	32	14	c	Lützellinden	Wetzlar	Hessen-Nassau	j	j	j	j	NA	detected			473348.032816681	5598518.32239834	detected		473348.0328	5598518322	
367	125	14	19	cd	Rüchenbach	Biedenkopf	Hessen-Nassau	j	j	j	j	NA	detected			473619.572209556	5624226.27769888	detected		473619.5722	5624226278	
1060	151	2	14	d	Erzhausen	Darmstadt	Hessen	j	j	j	j	NA	detected			473771.492442991	5533157.7919615	detected		473771.4924	5533157792	
397	125	20	4	d	Lohra	Marburg	Hessen-Nassau	j	j	NA	NA	NA	detected			473974.853100748	5620521.488119	detected		473974.8531	5620521488	
842	139	8	14	dr	Langenhain-Ziegenberg	Friedberg	Hessen	j	j	j	j	NA	detected			474153.978945324	5579288.59652901	detected		474153.9789	5579288597	
1273	111	14	9	bu	Schwalefeld	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Schwalefeld	Willingen	99999	99999	not detected	NANA	474203.87	5684019.75	f
369	125	14	24	d	Nanzhausen	Marburg	Hessen-Nassau	j	j	j	j	NA	not detected	Nanzhausen	Lohra	99999	99999	not detected	NANA	474229.77	5622186.31	f
1127	151	14	25	ao	Seeheim-Jugenheim	Bensheim	Hessen	j	j	j	NA	NA	not detected	Seeheim		999	999	multiple entires detected		474414.5493	5512930318	found (two entries in Wenker but with same location, differ only in â€œorg_nameâ€)
1121	151	14	5	c	Eberstadt	Darmstadt	Hessen	NA	j	j	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	474592.1531	5518533089	found
891	139	14	20	ac	Köppern	Obertaunuskreis	Hessen-Nassau	j	j	j	j	NA	detected			474896.398606591	5569344.38163293	detected		474896.3986	5569344382	
1168	151	20	15	ao	Hochstädten	Bensheim	Hessen	j	j	j	j	NA	detected			474911.884310523	5506812.9970985	detected		474911.8843	5506812997	
931	139	20	10	cu	Ober-Eschbach	Friedberg	Hessen	j	j	j	j	NA	not detected	Ober Eschbach		474985.312872227	5562494.5732518	detected		474985.3129	5562494573	
482	125	32	10	au	Kleinlinden	Gießen	Hessen	j	j	j	j	NA	not detected	Klein Linden		475087.441202424	5600689.26008435	detected		475087.4412	5600689.26	
1089	151	8	20	au	Darmstadt-Bessungen	Darmstadt	Hessen	j	j	j	j	NA	not detected	Darmstadt-Bessungen	Darmstadt	99999	99999	not detected	NANA	475205.29	5522931.4	f
1274	111	14	10	al	Rattlar	des Eisenbergs	Hessen-Nassau	NA	NA	j	j	NA	not detected	Rattlar	Willingen	99999	99999	not detected	NANA	475371.11	5684463.27	f
800	139	2	10	c	Kirch-Göns	Friedberg	Hessen	j	j	NA	NA	NA	not detected	Kirchgöns		475410.783890731	5591047.00037659	detected		475410.7839	5591047	
485	125	32	20	a	Großen-Linden	Gießen	Hessen	j	j	NA	NA	NA	not detected	Linden	Gießen	99999	99999	not detected	NANA	475496.17	5597271.46	f
1165	151	20	10	ao	Balkhausen	Bensheim	Hessen	j	j	j	j	NA	detected			475504.737208495	5508778.18949864	detected		475504.7372	5508778189	
431	125	26	14	d	Krofdorf	Wetzlar	Hessen-Nassau	j	j	j	j	NA	detected			475650.701161092	5609104.3110184	detected		475650.7012	5609104311	
1277	111	14	25	c	Titmaringhausen	Brilon	Westfalen	j	j	j	j	NA	not detected	Titmaringhausen	Medebach	99999	99999	not detected	NANA	475795.45	5678062.26	f
1063	151	3	1	co	Langen	Offenbach	Hessen	j	j	j	j	NA	not detected	Langen	Offenbach	99999	99999	not detected	NANA	475872.67	5537736.17	f
1064	151	3	6	cl	Egelsbach	Offenbach	Hessen	j	j	j	j	NA	detected			476054.159909637	5535048.40221654	detected		476054.1599	5535048402	
1251	151	33	16	c	Hohensachsen	AB. Weinheim	Baden	j	j	j	j	NA	detected			476064.203344726	5485227.93058212	detected		476064.2033	5485227931	
798	139	2	5	ab	Langgöns	Friedberg	Hessen	j	j	j	j	NA	not detected	Lang Göns		476133.778384359	5593990.36634129	detected		476133.7784	5593990366	
404	125	21	11	al	Oberwalgern	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			476149.689757879	5617719.97200223	detected		476149.6898	5617719972	
1210	151	27	16	a	Ober-Laudenbach	Heppenheim	Hessen	j	j	j	j	NA	not detected	Ober Laudenbach		476168.249081236	5495756.03639828	detected		476168.2491	5495756036	
87	111	32	20	c	Battenfeld	Frankenberg	Hessen-Nassau	j	j	j	j	NA	detected			476173.665460574	5652103.87451676	detected		476173.6655	5652103875	
1245	151	33	6	c	Weinheim	AB. Weinheim	Baden	j	j	j	NA	NA	detected			476182.889478667	5489196.44680405	detected		476182.8895	5489196447	
347	125	8	25	ar	Caldern	Marburg	Hessen-Nassau	j	j	j	j	NA	not detected	Kaldern		476372.231070821	5632530.99008626	detected		476372.2311	5632530.99	
69	111	27	21	al	Somplar	Frankenberg	Hessen-Nassau	j	j	j	j	NA	detected			476654.246422933	5660653.4830813	detected		476654.2464	5660653483	
811	139	3	16	cu	Butzbach	Friedberg	Hessen	j	j	j	j	NA	detected			476663.786309567	5587138.3556568	detected		476663.7863	5587138356	
938	139	21	11	cu	Nieder-Eschbach	Friedberg	Hessen	j	j	j	j	NA	not detected	Nieder Eschbach		476704.879334029	5560874.50510832	detected		476704.8793	5560874505	
846	139	9	1	cl	Ostheim	Friedberg	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		476776.6101	5583724188	found
49	111	21	21	cl	Medelon	Brilon	Westfalen	j	j	j	NA	NA	detected			476886.58277568	5668726.14979938	detected		476886.5828	5668726.15	
438	125	27	6	c	Wißmar	Wetzlar	Hessen-Nassau	NA	j	j	j	NA	not detected	Wißmar	Wettenberg	99999	99999	not detected	NANA	477041.38	5609393.83	f
492	125	33	16	au	Leihgestern	Gießen	Hessen	j	j	j	NA	NA	detected			477106.356411723	5597455.37044288	detected		477106.3564	5597455.37	
936	139	21	6	ad	Ober-Erlenbach	Friedberg	Hessen	j	j	j	j	NA	not detected	Ober Erlenbach		477324.037174492	5563807.25731026	detected		477324.0372	5563807257	
845	139	9	1	ar	Nieder-Weisel	Friedberg	Hessen	j	j	j	j	NA	not detected	Nieder Weisel		477434.948303572	5584788.79919976	detected		477434.9483	5584788799	
1205	151	27	6	d	Sonderbach	Heppenheim	Hessen	j	j	j	j	NA	detected			477508.962547627	5498529.79701962	detected		477508.9625	5498529797	
325	125	3	6	c	Wollmar	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			477693.535547106	5646714.75105782	detected		477693.5355	5646714751	
1172	151	21	11	b	Reichenbach	Bensheim	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	477853.0628	5506755697	found
893	139	15	6	d	Ober-Rosbach	Friedberg	Hessen	j	j	j	j	NA	not detected	Ober Rosberg v. d. Höhe		477930.430015468	5572399.7929026	detected		477930.43	5572399793	
371	125	15	6	b	Elnhausen	Marburg	Hessen-Nassau	j	j	NA	NA	NA	detected			478096.063656134	5628920.49739712	detected		478096.0637	5628920497	
66	111	27	1	du	Dreislar	Brilon	Westfalen	j	j	j	j	NA	detected			478191.479902248	5666485.15953812	detected		478191.4799	5666485.16	
994	139	33	21	bo	Sprendlingen	Offenbach	Hessen	j	j	j	j	NA	detected			478192.072486955	5540520.7575275	detected		478192.0725	5540520758	
1093	151	9	22	cl	Traisa	Darmstadt	Hessen	j	j	j	j	NA	detected			478274.892554597	5520206.97908184	detected		478274.8926	5520206979	
405	125	21	11	d	Fronhausen	Marburg	Hessen-Nassau	j	j	j	NA	NA	detected			478448.514540281	5617009.42930922	detected		478448.5145	5617009429	
1213	151	27	22	cu	Nieder-Liebersbach	Heppenheim	Hessen	j	j	NA	NA	NA	not detected	Nieder Liebersbach		478502.927411957	5492433.18411174	detected		478502.9274	5492433184	
1284	111	15	21	b	Düdinghausen	Brilon	Westfalen	j	j	j	j	NA	not detected	Düdinghausen	Medebach	99999	99999	not detected	NANA	478575.98	5678930.31	f
1253	151	33	22	c	Rittenweier	AB. Weinheim	Baden	j	j	j	j	NA	not detected	Rittenweiher		478593.805385312	5484283.52765296	detected		478593.8054	5484283528	
1128	151	15	2	cl	Nieder-Ramstadt	Darmstadt	Hessen	j	j	NA	NA	NA	not detected	Nieder Ramstadt		478631.332318028	5519416.15679796	detected		478631.3323	5519416157	
1247	151	33	12	co	Gorxheim	Heppenheim	Hessen	NA	j	NA	NA	NA	not detected	Gorxheim	Gorxheimertal	99999	99999	not detected	NANA	478986.49	5487426.83	f
1246	151	33	7	a	Birkenau	Heppenheim	Hessen	j	j	j	j	NA	detected			479013.593643021	5489896.33706064	detected		479013.5936	5489896337	
1278	111	15	1	bo	Ottlar	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Ottlar	Diemelsee	99999	99999	not detected	NANA	479040.05	5686764.96	f
439	125	27	7	al	Lollar	Gießen	Hessen	j	j	j	j	NA	detected			479044.554544023	5610668.65976483	detected		479044.5545	5610668.66	
406	125	21	22	ab	Odenhausen	Wetzlar	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	479063.2324	5613570873	found
1280	111	15	6	dr	Eimelrod	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Eimelrod	Willingen	99999	99999	not detected	NANA	479116.9	5683414.17	f
326	125	3	22	ac	Todenhausen	Marburg	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		479238.3865	5641492847	found
48	111	21	17	ao	Medebach	Brilon	Westfalen	j	j	j	NA	NA	detected			479367.342897236	5671907.28908675	detected		479367.3429	5671907289	
1135	151	15	17	au	Neutsch	Dieburg	Hessen	j	j	j	j	NA	detected			479401.040148177	5513787.34597772	detected		479401.0401	5513787346	
442	125	27	17	c	Wieseck	Gießen	Hessen	j	j	j	j	NA	detected			479429.138736761	5605974.57769192	detected		479429.1387	5605974578	
433	125	27	2	a	Ruttershausen	Gießen	Hessen	j	j	j	j	NA	detected			479538.422484502	5612212.36766806	detected		479538.4225	5612212368	
995	139	33	22	cu	Dreieichenhain	Offenbach	Hessen	j	j	j	NA	NA	detected			479561.285426553	5538858.68533291	detected		479561.2854	5538858685	
1242	151	33	2	b	Reisen	Heppenheim	Hessen	j	j	j	j	NA	detected			479599.215152264	5491784.13061318	detected		479599.2152	5491784131	
933	139	21	2	ar	Petterweil	Friedberg	Hessen	j	j	j	j	NA	detected			479670.478058093	5565576.81614062	detected		479670.4781	5565576816	
1175	151	21	17	bl	Knoden	Bensheim	Hessen	NA	j	j	j	NA	not detected	Knoden	Lautertal	99999	99999	not detected	NANA	479807.37	5504666.73	f
1176	151	21	17	dl	Schannenbach	Bensheim	Hessen	NA	j	j	j	NA	detected			479876.541585514	5504179.53749995	detected		479876.5416	5504179537	
372	125	15	12	c	Cyriaxweimar	Marburg	Hessen-Nassau	j	j	j	j	NA	detected			480021.634849573	5625810.23960653	detected		480021.6348	5625810.24	
804	139	3	2	cd	Holzheim	Gießen	Hessen	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	480065.6426	5592795345	found
892	139	15	2	ab	Ockstadt	Friedberg	Hessen	j	j	j	j	NA	detected			480121.873769379	5575660.17071344	detected		480121.8738	5575660171	
941	139	21	17	dl	Massenheim	Friedberg	Hessen	j	NA	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	480127.4727	5560015584	found
45	111	21	2	ao	Oberschledorn	Brilon	Westfalen	j	j	j	j	NA	detected			480129.203312578	5677386.9095296	detected		480129.2033	5677386.91	
67	111	27	12	a	Neukirchen	des Eisenbergs	Hessen-Nassau	j	j	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	480267.2389	5664241504	found
1209	151	27	12	b	Albersbach	Heppenheim	Hessen	j	NA	NA	NA	NA	not detected	Albersbach	Rimbach	99999	99999	not detected	NANA	480324.97	5497223.15	f
1243	151	33	2	d	Hornbach	Heppenheim	Hessen	j	j	j	j	NA	detected			999	999	not an unique name	prev. not unique	480469.7973	5490624689	found
1252	151	33	22	b	Oberflockenbach	AB. Weinheim	Baden	j	NA	j	j	NA	not detected	Oberflockenbach	Weinheim	99999	99999	not detected	NANA	480532.53	5484075.48	f
808	139	3	12	bu	Gambach	Friedberg	Hessen	j	j	j	j	NA	detected			480551.276101364	5589824.62484697	detected		480551.2761	5589824625	
1206	151	27	8	al	Mitlechtern	Heppenheim	Hessen	NA	j	j	j	NA	detected			480890.260090575	5499150.56178326	detected		480890.2601	5499150562	
434	125	27	2	b	Staufenberg	Gießen	Hessen	j	j	j	j	NA	detected			481001.032292555	5612084.53789486	detected		481001.0323	5612084538	
1132	151	15	13	ao	Nieder-Modau	Dieburg	Hessen	j	j	j	j	NA	not detected	Niedermodau		481152.07230067	5516260.30417776	detected		481152.0723	5516260304	
813	139	3	22	br	Rockenberg	Friedberg	Hessen	j	j	j	j	NA	detected			481220.623855504	5586430.77211525	detected		481220.6239	5586430772	
1134	151	15	13	cl	Ober-Modau	Dieburg	Hessen	j	j	j	j	NA	not detected	Obermodau		481299.543282081	5515203.56479137	detected		481299.5433	5515203565	
1068	151	3	18	co	Messel	Darmstadt	Hessen	j	j	j	j	NA	detected			481356.971169571	5531769.64549159	detected		481356.9712	5531769645	
1283	111	15	17	do	Welleringhausen	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Welleringhausen	Willingen	99999	99999	not detected	NANA	481372.07	5680163.48	f
942	139	21	18	cu	Bad-Vilbel	Friedberg	Hessen	j	j	j	j	NA	not detected	Bad Vilbel	Wetterau	99999	99999	not detected	NANA	481400.05	5558936.41	f
436	125	27	3	cu	Daubringen	Gießen	Hessen	j	j	j	j	NA	detected			481456.637379086	5611004.28068903	detected		481456.6374	5611004281	
435	125	27	3	au	Mainzlar	Gießen	Hessen	j	j	j	j	NA	detected			481686.517320594	5612048.73603313	detected		481686.5173	5612048736	
1065	151	3	8	a	Offenthal	Offenbach	Hessen	j	NA	NA	NA	NA	detected			481767.249082933	5536360.17250841	detected		481767.2491	5536360173	
1129	151	15	3	co	Ober-Ramstadt	Darmstadt	Hessen	j	j	j	j	NA	not detected	Ober Ramstadt		481804.009301077	5519649.12048749	detected		481804.0093	5519649.12	
1092	151	9	18	do	Roßdorf	Darmstadt	Hessen	j	j	j	j	NA	not detected	Roßdorf	Darmstadt-Dieburg	99999	99999	not detected	NANA	482204.05	5523035.18	f
939	139	21	13	cd	Dortelweil	Friedberg	Hessen	j	j	j	j	NA	detected			482260.263888343	5561698.13037902	detected		482260.2639	5561698.13	
491	125	33	13	c	Garbenteich	Gießen	Hessen	j	j	j	j	NA	detected			482269.652524086	5598436.19766621	detected		482269.6525	5598436198	
852	139	9	23	cd	Friedberg	Friedberg	Hessen	j	j	j	j	NA	not detected	Friedberg	Wetterau	99999	99999	not detected	NANA	482284.74	5575447.08	f
809	139	3	13	a	Ober-Hörgern	Gießen	Hessen	j	j	j	NA	NA	not detected	Ober Hörgern		482305.878840478	5590229.86551542	detected		482305.8788	5590229866	
440	125	27	13	cr	Alten-Buseck	Gießen	Hessen	j	j	j	j	NA	not detected	Alten Buseck		482315.571936377	5607854.41061375	detected		482315.5719	5607854411	
1281	111	15	8	a	Schweinsbühl	des Eisenbergs	Hessen-Nassau	j	j	j	j	NA	not detected	Schweinsbühl	Diemelsee	99999	99999	not detected	NANA	482353.94	5684446.91	f
