ID	Quadrant	Teilquadrant	Ortsnummer	Ortsbuchstaben	Ortsname	Kreis	Land	I	II	III	IV	comment	RES_1st_run	Ortsname_old	Stadt.oder.Gemeinde.oder.Landkreis	x	y	res	prev	x_new	y_new	cor
241	112	31	2	c	Hebel	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	detected			526828.20078334	5657534.36783961	detected		526828.2008	5657534368	
196	112	19	7	dl	Besse	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	detected			526942.930903386	5674405.37970654	detected		526942.9309	5674405.38	
641	126	31	2	a	Rixfeld	Lauterbach	Hessen	NA	j	j	j	NA	detected			527308.963490439	5603002.96548974	detected		527308.9635	5603002965	
144	112	7	12	d	Weimar	Kassel	Hessen-Nassau	j	j	j	j	NA	detected			527345.158788501	5690599.97282461	detected		527345.1588	5690599973	
609	126	25	2	bl	Maar	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			527374.898267939	5612066.02851019	detected		527374.8983	5612066029	
540	126	7	12	b	Christerode	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			527663.941153108	5636142.76832237	detected		527663.9412	5636142768	
172	112	13	22	b	Altenritte	Kassel	Hessen-Nassau	j	j	j	j	NA	detected			527853.299854986	5679092.22627689	detected		527853.2999	5679092226	
613	126	25	12	d	Blitzenrod	Lauterbach	Hessen	j	j	j	j	NA	not detected	Blitzenrod	Lauterbach	99999	99999	not detected	NANA	527885.22	5607823.5	f
612	126	25	7	d	Lauterbach	Lauterbach	Hessen	NA	j	NA	NA	NA	not detected	Lauterbach	Vogelsbergkreis	99999	99999	not detected	NANA	528006.58	5609135.96	f
141	112	7	2	br	Calden	Hofgeismar	Hessen-Nassau	j	j	j	j	NA	not detected	Kalden		528140.114706522	5695408.73503867	detected		528140.1147	5695408735	
1029	140	7	17	dr	Sarrod	Schlüchtern	Hessen-Nassau	j	j	NA	NA	NA	detected			528335.996772283	5577844.70141641	detected		528335.9968	5577844701	
564	126	13	22	br	Lingelbach	Ziegenhain	Hessen-Nassau	j	j	j	NA	NA	detected			528381.135270431	5623302.68338048	detected		528381.1353	5623302683	
1018	140	1	23	cl	Freiensteinau	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			528590.924768231	5585952.17229339	detected		528590.9248	5585952172	
1015	140	1	13	al	Gunzenau	Lauterbach	Hessen	j	j	NA	NA	NA	detected			528612.434712052	5589844.14310686	detected		528612.4347	5589844143	
7	99	31	8	ao	Stammen	Hofgeismar	Hessen-Nassau	j	j	j	NA	NA	detected			528911.871250049	5712551.440084	detected		528911.8713	5712551.44	
9	99	31	18	c	Schöneberg	Hofgeismar	Hessen-Nassau	NA	j	j	j	NA	detected			529050.779189587	5707658.68197216	detected		529050.7792	5707658682	
647	126	31	23	ao	Heisters	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			529516.470888899	5595720.31993478	detected		529516.4709	5595720.32	
642	126	31	3	c	Schadges	Lauterbach	Hessen	j	j	j	j	NA	detected			529559.563645349	5601925.40573284	detected		529559.5636	5601925406	
1051	140	25	13	ao	Flörsbach	Gelnhausen	Hessen-Nassau	j	j	j	NA	NA	detected			529740.011165911	5553189.98116207	detected		529740.0112	5553189981	
561	126	13	8	b	Görzhain	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			530034.800306677	5628860.95811028	detected		530034.8003	5628860958	
1016	140	1	13	bl	Reichlos	Lauterbach	Hessen	j	j	j	NA	NA	not detected	Reichlos	Freiensteinau	99999	99999	not detected	NANA	530430.98	5589896	f
1039	140	13	18	dl	Alsberg	Gelnhausen	Hessen-Nassau	j	j	j	j	NA	detected			530573.618347801	5568561.36096613	detected		530573.6183	5568561361	
221	112	25	13	br	Gensungen	Melsungen	Hessen-Nassau	NA	j	j	j	NA	detected			530621.523653484	5664161.29116188	detected		530621.5237	5664161291	
1028	140	7	8	bd	Ürzell	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	detected			530722.713534993	5582161.25684498	detected		530722.7135	5582161257	
648	126	31	23	b	Zahmen	Lauterbach	Hessen	j	j	j	j	NA	not detected	Zahmen	Grebenhain	99999	99999	not detected	NANA	530730.05	5595766.46	f
198	112	19	19	cu	Wolfershausen	Melsungen	Hessen-Nassau	NA	j	j	NA	NA	detected			531019.749175897	5670068.92936276	detected		531019.7492	5670068929	
614	126	25	14	a	Angersbach	Lauterbach	Hessen	j	j	j	j	NA	detected			531481.707802746	5608519.57935278	detected		531481.7078	5608519579	
644	126	31	9	ao	Stockhausen	Lauterbach	Hessen	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	531560.3062	5601325451	found
1017	140	1	19	cl	Reinhards	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	detected			531606.213889604	5587759.62043121	detected		531606.2139	5587759.62	
1013	140	1	4	co	Jossa	Fulda	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	531992.6975	5593110523	found
102	112	1	14	bl	Udenhausen	Hofgeismar	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		532294.7568	5701616958	found
518	126	1	19	b	Hülsa	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	detected			532329.377642187	5643931.85703349	detected		532329.3776	5643931857	
1038	140	13	14	ad	Seidenroth	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	detected			532371.521355386	5570584.61905326	detected		532371.5214	5570584619	
199	112	19	19	d	Ellenberg	Melsungen	Hessen-Nassau	NA	j	j	j	NA	detected			532548.206153015	5670434.25607098	detected		532548.2062	5670434256	
243	112	31	19	bo	Welferode	Fritzlar-Homberg	Hessen-Nassau	j	j	j	NA	NA	detected			532655.705356148	5653442.12131358	detected		532655.7054	5653442121	
143	112	7	9	bo	Hohenkirchen	Hofgeismar	Hessen-Nassau	j	j	j	NA	NA	detected			533016.75971091	5694181.25153583	detected		533016.7597	5694181252	
516	126	1	9	d	Völkershain	Fritzlar-Homberg	Hessen-Nassau	j	j	j	NA	NA	detected			533449.551735424	5646708.01515111	detected		533449.5517	5646708015	
586	126	19	24	bo	Willofs	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			533573.070641848	5614392.84736831	detected		533573.0706	5614392847	
615	126	25	20	al	Landenhausen	Lauterbach	Hessen	j	NA	NA	NA	NA	detected			533787.158652475	5606387.76534992	detected		533787.1587	5606387765	
649	126	31	25	cl	Hosenfeld	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			533996.538528083	5594791.04405719	detected		533996.5385	5594791044	
1048	140	19	5	co	Mernes	Gelnhausen	Hessen-Nassau	NA	NA	j	j	NA	detected			534071.904182946	5565391.40899166	detected		534071.9042	5565391409	
541	126	7	20	c	Wahlshausen	Ziegenhain	Hessen-Nassau	j	j	j	j	NA	detected			534272.972672351	5633646.67937147	detected		534272.9727	5633646679	
562	126	13	10	c	Machtlos	Ziegenhain	Hessen-Nassau	j	j	j	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	534309.4571	5628108935	found
1049	140	19	15	c	Burgjoß	Gelnhausen	Hessen-Nassau	NA	NA	NA	j	NA	not detected	Burgjoß	Jossgrund	99999	99999	not detected	NANA	534314.16	5561517.89	f
565	126	13	25	cu	Wallersdorf	Alsfeld	Hessen	NA	j	j	NA	NA	not detected	Wallersdorf	Grebenau	99999	99999	not detected	NANA	534321.34	5622244.33	f
197	112	19	10	a	Dörnhagen	Kassel	Hessen-Nassau	NA	NA	j	j	NA	detected			534606.145195591	5675163.0848154	detected		534606.1452	5675163085	
645	126	31	15	ad	Hainzell	Fulda	Hessen-Nassau	j	j	NA	NA	NA	detected			534927.302260779	5598800.29040379	detected		534927.3023	5598800.29	
617	126	26	11	al	Bad Salzschlirf	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			535912.172659681	5608136.61500399	detected		535912.1727	5608136615	
1040	140	14	1	al	Niederzell	Schlüchtern	Hessen-Nassau	j	j	j	NA	NA	not detected	Niederzell	Schlüchtern	99999	99999	not detected	NANA	536202.69	5575587.66	f
650	126	32	6	cu	Kleinlüder	Fulda	Hessen-Nassau	NA	NA	NA	j	NA	detected			536594.114213169	5599601.1424816	detected		536594.1142	5599601142	
1043	140	14	21	ac	Marjoß	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	not detected	Marjoß	Steinau an der Straße	99999	99999	not detected	NANA	536764.57	5567427.29	f
104	112	2	22	cl	Holzhausen	Hofgeismar	Hessen-Nassau	j	j	NA	NA	NA	multiple entires detected			999	999	not an unique name	prev. not unique	537361.0926	5696602379	found
519	126	2	1	br	Nenterode	Rotenburg	Hessen-Nassau	j	NA	NA	NA	NA	not detected	Nenterode	Knüllwald	99999	99999	not detected	NANA	537419.02	5649030.99	f
247	112	32	22	al	Rengshausen	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			537633.842365624	5650651.27008129	detected		537633.8424	5650651.27	
1030	140	8	1	dr	Höf und Haid	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			537665.628847193	5583484.93044372	detected		537665.6288	5583484.93	
224	112	26	22	al	Malsfeld	Melsungen	Hessen-Nassau	j	j	j	j	NA	not detected	Malsfeld	Schwalm-Eder	99999	99999	not detected	NANA	537669.59	5660139.47	f
605	126	24	6	bo	Bernshausen	Eisenach	Thüringen	j	j	j	j	NA	detected			537951.842931813	5611709.43942623	detected		537951.8429	5611709439	
202	112	20	22	a	Empfershausen	Melsungen	Hessen-Nassau	j	j	j	j	NA	not detected	Empfershausen	Körle	99999	99999	not detected	NANA	538265.6	5670239.1	f
619	126	26	22	c	Großenlüder	Fulda	Hessen-Nassau	NA	NA	j	j	NA	not detected	Großenlüder	Fulda	99999	99999	not detected	NANA	538292.06	5604323.33	f
222	112	26	2	ac	Röhrenfurth	Melsungen	Hessen-Nassau	j	j	j	j	NA	detected			538359.440212105	5667215.83015864	detected		538359.4402	5667215.83	
521	126	2	22	bo	Mühlbach	Fritzlar-Homberg	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		539104.8811	5642599.57	found
1033	140	8	22	b	Herolz	Schlüchtern	Hessen-Nassau	NA	NA	j	j	NA	detected			539480.564270825	5577415.70216904	detected		539480.5643	5577415702	
1032	140	8	17	bl	Elm	Schlüchtern	Hessen-Nassau	j	NA	NA	NA	NA	detected			539654.053737739	5578951.51262165	detected		539654.0537	5578951513	
592	126	20	22	do	Schlitz	Lauterbach	Hessen	j	j	j	j	NA	detected			539775.159713891	5613635.65733452	detected		539775.1597	5613635657	
173	112	14	8	co	Heiligenrode	Kassel	Hessen-Nassau	j	j	NA	NA	NA	detected			540386.703909672	5684191.46137464	detected		540386.7039	5684191461	
544	126	8	18	co	Goßmannsrode	Hersfeld	Hessen-Nassau	j	j	j	j	NA	not detected	Goßmannsrode	Kirchheim	99999	99999	not detected	NANA	540854.81	5634229.81	f
587	126	20	3	a	Ober-Wegfurth	Lauterbach	Hessen	j	NA	NA	NA	NA	not detected	Ober Wegfurth		540897.386561476	5621928.99840384	detected		540897.3866	5621928998	
588	126	20	8	a	Rimbach	Lauterbach	Hessen	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		540907.2285	5619771709	found
148	112	8	18	dl	Landwehrhagen	Münden	Hannover	j	j	j	j	NA	detected			541252.274443336	5689225.33147046	detected		541252.2744	5689225331	
618	126	26	13	ao	Hartershausen	Lauterbach	Hessen	j	j	j	j	NA	detected			541279.768892621	5609221.43247842	detected		541279.7689	5609221432	
103	112	2	3	b	Veckerhagen	Hofgeismar	Hessen-Nassau	j	j	j	NA	NA	detected			541532.018395012	5705287.47021239	detected		541532.0184	5705287.47	
591	126	20	18	cu	Hutzdorf	Lauterbach	Hessen	j	j	j	j	NA	detected			541597.491689914	5614628.41474863	detected		541597.4917	5614628415	
1050	140	20	3	dl	Jossa	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	541980.4857	5565403515	found
543	126	8	3	d	Obergeis	Hersfeld	Hessen-Nassau	NA	NA	j	NA	NA	detected			542055.457875031	5639241.92883348	detected		542055.4579	5639241929	
590	126	20	18	b	Sandlofs	Lauterbach	Hessen	j	j	NA	j	NA	detected			542150.124462174	5616189.69167907	detected		542150.1245	5616189692	
1041	140	14	8	bd	Weiperz	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	detected			542291.906599752	5572856.10221815	detected		542291.9066	5572856102	
1034	140	8	23	do	Vollmerz	Schlüchtern	Hessen-Nassau	j	j	j	j	NA	detected			542482.695802962	5576593.84090965	detected		542482.6958	5576593841	
244	112	32	8	br	Neumorschen	Melsungen	Hessen-Nassau	j	j	j	j	NA	detected			542667.662059325	5657073.84383769	detected		542667.6621	5657073844	
1042	140	14	18	dr	Neuengronau	Schlüchtern	Hessen-Nassau	j	j	j	NA	NA	detected			543036.643378065	5568836.78836731	detected		543036.6434	5568836788	
146	112	8	14	co	Lutterberg	Münden	Hannover	j	j	j	j	NA	detected			543134.61957864	5691454.10163004	detected		543134.6196	5691454102	
593	126	20	24	au	Fraurombach	Lauterbach	Hessen	j	j	NA	NA	NA	detected			543497.496583296	5613843.1968579	detected		543497.4966	5613843197	
175	112	14	19	b	Oberkaufungen	Kassel	Hessen-Nassau	j	j	j	j	NA	detected			544076.001931285	5681563.84442499	detected		544076.0019	5681563844	
520	126	2	14	bo	Beenhausen	Rotenburg	Hessen-Nassau	NA	NA	NA	j	NA	detected			544239.724393482	5646143.93658524	detected		544239.7244	5646143937	
567	126	14	24	bd	Wetzlos	Hünfeld	Hessen-Nassau	NA	NA	j	j	NA	detected			544457.107934962	5623136.88422216	detected		544457.1079	5623136884	
589	126	20	9	d	Langenschwarz	Hünfeld	Hessen-Nassau	j	NA	NA	NA	NA	detected			544635.135240159	5618812.50786267	detected		544635.1352	5618812508	
246	112	32	19	b	Oberellenbach	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			544638.080711395	5652875.59272608	detected		544638.0807	5652875593	
223	112	26	15	c	Elbersdorf	Melsungen	Hessen-Nassau	j	j	NA	NA	NA	detected			544944.328253458	5662798.36615381	detected		544944.3283	5662798366	
105	112	2	25	c	Hann. Münden	NA	Hannover	j	j	j	j	NA	not detected	Hannoversch Münden		545181.477629446	5696131.86091904	detected		545181.4776	5696131861	
1019	140	2	24	bu	Mittelkalbach	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			545548.492654194	5585837.70779375	detected		545548.4927	5585837708	
245	112	32	15	au	Niederellenbach	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			545835.64018657	5654654.34009807	detected		545835.6402	5654654.34	
176	112	15	1	a	Escherode	Münden	Hannover	j	j	j	j	NA	detected			546259.36629427	5686154.12318113	detected		546259.3663	5686154123	
1031	140	8	10	a	Eichenried	Fulda	Hessen-Nassau	j	j	NA	NA	NA	detected			546277.746137879	5582875.01826992	detected		546277.7461	5582875018	
201	112	20	10	ab	Eschenstruth	Kassel	Hessen-Nassau	NA	NA	j	NA	NA	detected			546356.58524867	5675400.36290147	detected		546356.5852	5675400363	
249	112	33	6	cl	Heinebach	Melsungen	Hessen-Nassau	j	j	j	j	NA	detected			546558.425376696	5655361.44068001	detected		546558.4254	5655361441	
651	126	32	10	bl	Horas	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			546608.669230084	5601682.03823727	detected		546608.6692	5601682038	
179	112	15	6	ao	Nieste	Kassel	Hessen-Nassau	j	j	j	j	NA	detected			546765.565797562	5684901.96968281	detected		546765.5658	5684901.97	
652	126	32	20	ad	Johannesberg	Fulda	Hessen-Nassau	j	NA	NA	NA	NA	detected			546799.145419942	5596990.98878724	detected		546799.1454	5596990989	
616	126	26	5	ar	Michelsrombach	Hünfeld	Hessen-Nassau	NA	j	NA	NA	NA	detected			546932.699323248	5612160.32154548	detected		546932.6993	5612160322	
106	112	3	1	c	Bühren	Münden	Hannover	j	j	j	j	NA	detected			547181.294709775	5703968.75927536	detected		547181.2947	5703968759	
1044	140	15	6	a	Weichersbach	Schlüchtern	Hessen-Nassau	NA	NA	j	j	NA	detected			547599.974149693	5573368.12974822	detected		547599.9741	5573368.13	
1047	140	15	21	a	Zeitlofs	BA. Brückenau	BegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			547963.69783004	5567789.28089615	detected		547963.6978	5567789281	
545	126	9	11	b	Kalkobes	Hersfeld	Hessen-Nassau	NA	j	j	j	NA	not detected	Kalkobes	Bad Hersfeld	99999	99999	not detected	NANA	548014.47	5636760.92	f
1045	140	15	6	cu	Schwarzenfels	Schlüchtern	Hessen-Nassau	NA	NA	j	j	NA	detected			548259.259124528	5572128.67015964	detected		548259.2591	5572128.67	
570	126	15	16	d	Neukirchen	Hünfeld	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	548973.1898	5624467323	found
228	112	27	21	dr	Metzebach	Melsungen	Hessen-Nassau	j	j	j	j	NA	detected			549153.780815495	5659611.60075482	detected		549153.7808	5659611601	
628	126	29	6	b	Tann	Fulda	Hessen-Nassau	NA	NA	j	NA	NA	detected			549280.100280077	5641173.82361109	detected		549280.1003	5641173824	
1020	140	3	1	b	Eichenzell	Fulda	Hessen-Nassau	NA	NA	j	NA	NA	detected			549517.18347774	5593668.66790043	detected		549517.1835	5593668668	
522	126	3	7	a	Mündershausen	Rotenburg	Hessen-Nassau	NA	NA	j	j	NA	detected			549947.401787283	5647786.16194559	detected		549947.4018	5647786162	
108	112	3	12	ar	Niederscheden	Münden	Hannover	j	j	j	j	NA	detected			550049.609091524	5701104.42435648	detected		550049.6091	5701104424	
654	126	33	12	ar	Bachrain	Fulda	Hessen-Nassau	j	j	j	j	NA	not detected	Bachrain	Künzell	99999	99999	not detected	NANA	550204.93	5598721.42	f
204	112	21	17	bl	Hessisch Lichtenau	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	detected			550239.670798968	5671777.88740945	detected		550239.6708	5671777887	
225	112	27	7	do	Vockerode-Dinkelberg	Melsungen	Hessen-Nassau	NA	j	NA	NA	NA	detected			550356.951596873	5665506.46638656	detected		550356.9516	5665506466	
112	112	3	22	du	Lippoldshausen	Münden	Hannover	j	j	j	j	NA	detected			550520.704788531	5696337.69434241	detected		550520.7048	5696337694	
1036	140	9	22	cu	Oberzell	Schlüchtern	Hessen-Nassau	j	j	NA	NA	NA	detected			550680.727690804	5575876.43200852	detected		550680.7277	5575876432	
180	112	15	22	bu	Wickenrode	Witzenhausen	Hessen-Nassau	NA	j	NA	j	NA	detected			550876.215205773	5678757.46499644	detected		550876.2152	5678757465	
109	112	3	12	b	Oberscheden	Münden	Hannover	j	j	j	j	NA	detected			551137.443660744	5701404.41596869	detected		551137.4437	5701404416	
1046	140	15	7	br	Züntersbach	Schlüchtern	Hessen-Nassau	j	NA	NA	NA	NA	detected			551971.104400463	5573487.01905421	detected		551971.1044	5573487019	
568	126	15	8	al	Eitra	Hersfeld	Hessen-Nassau	j	j	j	j	NA	detected			551979.332771322	5629222.79930135	detected		551979.3328	5629222799	
595	126	21	17	dr	Hünhan	Hünfeld	Hessen-Nassau	j	j	NA	NA	NA	detected			551988.695947109	5615533.16168076	detected		551988.6959	5615533162	
546	126	9	23	cu	Rotensee	Hersfeld	Hessen-Nassau	j	j	j	j	NA	detected			552040.190932752	5631592.17252673	detected		552040.1909	5631592173	
226	112	27	8	cr	Weidelbach	Melsungen	Hessen-Nassau	j	NA	NA	NA	NA	multiple entires detected			999	999	multiple entires detected		552543.8662	5665116826	found
111	112	3	18	bl	Meensen	Münden	Hannover	j	j	j	j	NA	detected			552866.150690322	5699520.18206234	detected		552866.1507	5699520182	
149	112	9	8	d	Hedemünden	Münden	Hannover	j	j	j	j	NA	detected			553403.239216828	5693364.10249514	detected		553403.2392	5693364102	
203	112	21	8	bo	Rommerode	Witzenhausen	Hessen-Nassau	j	NA	NA	NA	NA	detected			553557.527156014	5675937.58833728	detected		553557.5272	5675937588	
571	126	15	23	d	Körnbach	Hünfeld	Hessen-Nassau	j	j	j	j	NA	detected			554026.033716827	5622771.23241739	detected		554026.0337	5622771232	
250	112	33	18	dr	Schwarzenhasel	Rotenburg	Hessen-Nassau	j	NA	NA	NA	NA	detected			554069.913375508	5652353.98230525	detected		554069.9134	5652353982	
1035	140	9	13	d	Kothen	BA. Brückenau	RegBez. Unterfranken (Bayern)	j	j	j	j	NA	detected			554500.59622636	5580251.2069324	detected		554500.5962	5580251207	
248	112	33	4	cl	Dankerode	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			554588.009936698	5657753.3506603	detected		554588.0099	5657753351	
181	112	15	24	au	Großalmerode	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	not detected	Großalmerode	Werra-Meißner	99999	99999	not detected	NANA	554846.03	5678892.64	f
150	112	9	9	dl	Blickershausen	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	detected			555124.993873045	5692448.15316142	detected		555124.9939	5692448153	
110	112	3	14	bo	Jühnde	Münden	Hannover	NA	NA	NA	j	NA	detected			555477.973669998	5701572.23397274	detected		555477.9737	5701572234	
524	126	3	24	d	Meckbach	Hersfeld	Hessen-Nassau	j	NA	NA	NA	NA	detected			555649.699395612	5641104.78557565	detected		555649.6994	5641104786	
579	126	18	6	b	Leimbach	Meiningen	Thüringen	j	NA	NA	NA	NA	detected			555704.08394804	5622199.46413157	detected		555704.0839	5622199464	
178	112	15	5	cl	Roßbach	Witzenhausen	Hessen-Nassau	NA	j	NA	NA	NA	not detected	Roßbach	Witzenhausen	99999	99999	not detected	NANA	556399.57	5685191.67	f
655	126	33	24	do	Dietershausen	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			556424.633536199	5595172.67864295	detected		556424.6335	5595172679	
523	126	3	14	dr	Weiterode	Rotenburg	Hessen-Nassau	NA	NA	j	j	NA	detected			557018.004733421	5645167.82368326	detected		557018.0047	5645167824	
177	112	15	5	ao	Ellingerode	Witzenhausen	Hessen-Nassau	j	NA	NA	NA	NA	detected			557018.552653699	5686796.64019468	detected		557018.5527	5686796.64	
205	112	21	25	a	Küchen	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	detected			557130.848289496	5669814.6021424	detected		557130.8483	5669814602	
620	126	27	10	c	Silges	Hünfeld	Hessen-Nassau	NA	j	NA	NA	NA	detected			557456.986135112	5609696.32084133	detected		557456.9861	5609696321	
227	112	27	20	a	Schemmern	Eschwege	Hessen-Nassau	j	j	j	j	NA	detected			557504.026633875	5662689.68890325	detected		557504.0266	5662689689	
1022	140	3	15	c	Hettenhausen	Fulda	Hessen-Nassau	j	j	j	NA	NA	detected			557747.221512318	5589026.26267048	detected		557747.2215	5589026263	
253	112	34	21	cl	Braunhausen	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			558263.903211095	5650553.37204281	detected		558263.9032	5650553372	
1023	140	3	25	cr	Dalherda	Fulda	Hessen-Nassau	j	j	j	j	NA	detected			558573.125177222	5585621.39130078	detected		558573.1252	5585621391	
151	112	10	1	au	Mollenfelde	Göttingen	Hannover	j	j	j	j	NA	detected			558666.601464888	5695568.52654998	detected		558666.6015	5695568527	
573	126	16	11	ao	Unterweisenborn	Hersfeld	Hessen-Nassau	j	j	j	j	NA	detected			558796.664293425	5627627.13034604	detected		558796.6643	5627627.13	
184	112	16	11	ab	Hundelshausen	Witzenhausen	Hessen-Nassau	NA	j	j	j	NA	detected			559122.239399642	5682627.46882723	detected		559122.2394	5682627469	
625	126	28	21	c	Hofbieber	Fulda	Hessen-Nassau	NA	NA	j	NA	NA	detected			559332.292117356	5603967.75236186	detected		559332.2921	5603967752	
251	112	34	1	bo	Diemerode	Rotenburg	Hessen-Nassau	j	j	j	j	NA	detected			559668.446502466	5658955.1351323	detected		559668.4465	5658955135	
152	112	10	1	d	Hermannrode	Witzenhausen	Hessen-Nassau	j	j	NA	NA	NA	detected			559923.341941153	5695171.61424507	detected		559923.3419	5695171614	
548	126	10	11	b	Friedewald	Hersfeld	Hessen-Nassau	j	j	j	NA	NA	detected			560148.533207767	5636884.36686179	detected		560148.5332	5636884367	
598	126	22	21	bo	Haselstein	Hünfeld	Hessen-Nassau	j	NA	NA	NA	NA	detected			560357.361281379	5614544.2996258	detected		560357.3613	5614544.3	
113	112	4	1	br	Mengershausen	Göttingen	Hannover	j	j	j	j	NA	detected			560414.607900408	5704765.01947346	detected		560414.6079	5704765019	
596	126	22	1	bu	Großentaft	Hünfeld	Hessen-Nassau	j	j	j	j	NA	not detected	Großentaft	Eiterfeld	99999	99999	not detected	NANA	560635.11	5621571.35	f
623	126	28	6	bo	Mittelaschenbach	Hünfeld	Hessen-Nassau	NA	NA	NA	j	NA	not detected	Mittelaschenbach	Nüsttal	99999	99999	not detected	NANA	560684.47	5610837.71	f
186	112	16	22	cl	Dudenrode	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	detected			560758.551774417	5678720.4952916	detected		560758.5518	5678720495	
549	126	10	21	d	Hilmes	Hersfeld	Hessen-Nassau	NA	j	j	j	NA	detected			560823.121081529	5632143.39435349	detected		560823.1211	5632143394	
656	126	34	11	d	Wolferts	Fulda	Hessen-Nassau	NA	NA	j	NA	NA	not detected	Wolferts	Dipperz	99999	99999	not detected	NANA	561072.66	5598737.23	f
1024	140	4	1	dr	Poppenhausen	Fulda	Hessen-Nassau	j	j	j	NA	NA	not detected	Poppenhausen	Fulda	99999	99999	not detected	NANA	561476.51	5593326.69	f
154	112	10	7	du	Berge	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	multiple entires detected			999	999	multiple entires detected		562356.8852	5692998542	found
252	112	34	12	dl	Mönchhosbach	Rotenburg	Hessen-Nassau	NA	NA	j	j	NA	detected			562986.424176784	5654590.3257316	detected		562986.4242	5654590326	
574	126	16	22	bo	Soisdorf	Hünfeld	Hessen-Nassau	j	j	j	j	NA	detected			563133.572721929	5623952.23438701	detected		563133.5727	5623952234	
207	112	22	17	br	Germerode	Eschwege	Hessen-Nassau	j	j	NA	NA	NA	detected			563310.900431318	5672089.18441083	detected		563310.9004	5672089184	
121	112	4	23	c	Friedland	Göttingen	Hannover	j	j	j	j	NA	not detected	Friedland an der Leine		563327.563800049	5697214.82270355	detected		563327.5638	5697214823	
119	112	4	13	a	Obernjesa	Göttingen	Hannover	j	j	j	j	NA	detected			563600.428147345	5701533.80656128	detected		563600.4281	5701533807	
638	126	30	4	ao	Schwarzbach	Meiningen	Thüringen	j	j	j	j	NA	detected			563706.9766799	5606376.66291258	detected		563706.9767	5606376663	
182	112	16	3	a	Werleshausen	Heiligenstadt	Pr. Sachsen	j	NA	j	j	NA	not detected	Werleshausen	Witzenhausen	99999	99999	not detected	NANA	563870.71	5686473.21	f
526	126	4	8	c	Machtlos	Rotenburg	Hessen-Nassau	NA	NA	j	j	NA	multiple entires detected			999	999	not an unique name	prev. not unique	564157.2185	5646686011	found
117	112	4	8	bl	Niedernjesa	Göttingen	Hannover	j	j	j	j	NA	detected			564288.071150168	5703199.73428262	detected		564288.0712	5703199734	
114	112	4	3	b	Klostergut Reinshof	Göttingen	Hannover	j	j	NA	NA	NA	not detected	Reinshof	Friedland	99999	99999	not detected	NANA	564579.85	5705491.61	f
183	112	16	8	bl	Oberrieden	Witzenhausen	Hessen-Nassau	j	j	j	j	NA	detected			564599.658237081	5684595.5893409	detected		564599.6582	5684595589	
1026	140	4	23	a	Rengersfeld	Fulda	Hessen-Nassau	NA	NA	j	j	NA	detected			564890.189947695	5586718.34122232	detected		564890.1899	5586718341	
547	126	10	8	cr	Herfa	Hersfeld	Hessen-Nassau	NA	NA	j	NA	NA	not detected	Hersa		564972.258109452	5637676.48284138	detected		564972.2581	5637676483	
