"","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","x","y","res"
"1153","151",17,21,"bu","Fürstengrund","Erbach","Hessen","j",NA,NA,NA,NA,502369.646395233,5511758.47392911,"detected"
"1154","151",17,23,"bu","Haingrund","Erbach","Hessen","j","j","j","j",NA,507374.387183317,5512530.12715618,"detected"
"1160","151",19,17,"cu","Nordheim","Bensheim","Hessen","j","j","j","j",NA,455859.564859464,5503588.11896052,"detected"
"1161","151",19,18,"cl","Wattenheim","Bensheim","Hessen","j",NA,NA,NA,NA,457296.477890353,5503754.50324719,"detected"
"1162","151",20,3,"cl","Hähnlein","Bensheim","Hessen","j","j","j","j",NA,469303.143929935,5509387.96413236,"detected"
"1164","151",20,9,"cl","Zwingenberg","Bensheim","Hessen",NA,"j","j","j",NA,472084.913479547,5508038.71349993,"detected"
"1165","151",20,10,"ao","Balkhausen","Bensheim","Hessen","j","j","j","j",NA,475504.737208495,5508778.18949864,"detected"
"1166","151",20,13,"cl","Fehlheim","Bensheim","Hessen","j","j","j","j",NA,469015.473515729,5505709.46981419,"detected"
"1167","151",20,14,"du","Auerbach","Bensheim","Hessen","j","j","j","j",NA,472691.649808392,5505433.97218487,"detected"
"1168","151",20,15,"ao","Hochstädten","Bensheim","Hessen","j","j","j","j",NA,474911.884310523,5506812.9970985,"detected"
"1169","151",21,2,"ar","Allertshausen","Dieburg","Hessen","j","j","j",NA,NA,489248.914905021,5611794.23295235,"detected"
"1170","151",21,3,"b","Lützelbach","Dieburg","Hessen","j","j","j","j",NA,483190.773494498,5509971.8411827,"detected"
"1171","151",21,4,"b","Steinau","Dieburg","Hessen","j","j","j","j",NA,551954.705192337,5604701.35528724,"detected"
"1173","151",21,13,"do","Kolmbach","Bensheim","Hessen","j","j","j","j",NA,482443.392837282,5506127.37788915,"detected"
"1174","151",21,15,"c","Klein-Gumpen","Erbach","Hessen","j","j","j","j",NA,487236.878893745,5505591.41725153,"detected"
"1176","151",21,17,"dl","Schannenbach","Bensheim","Hessen",NA,"j","j","j",NA,479876.541585514,5504179.53749995,"detected"
"1178","151",21,19,"c","Lindenfels","Bensheim","Hessen","j","j","j","j",NA,484007.943974921,5503665.46411588,"detected"
"1179","151",21,23,"du","Ellenbach","Heppenheim","Hessen","j","j","j","j",NA,483272.60378717,5501466.33493275,"detected"
"1184","151",22,14,"au","Rehbach","Erbach","Hessen","j",NA,NA,NA,NA,496510.300082107,5506088.92840778,"detected"
"1185","151",22,16,"b","Unter-Ostern","Erbach","Hessen","j","j",NA,"j",NA,489939.236157212,5504674.05558946,"detected"
"1186","151",22,19,"cu","Steinbuch","Erbach","Hessen","j","j","j","j",NA,496450.813505828,5503331.7345515,"detected"
"1187","151",22,22,"co","Erzbach","Erbach","Hessen","j","j",NA,NA,NA,490375.280785633,5502483.04128285,"detected"
"1190","151",23,6,"au","Momart","Erbach","Hessen","j","j",NA,"j",NA,500951.363149464,5508211.40882434,"detected"
"1192","151",23,13,"b","Vielbrunn","Erbach","Hessen","j","j","j","j",NA,507079.498116418,5506737.27013939,"detected"
"1193","151",24,1,"a","Laudenbach","BA. Miltenberg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,556908.629371668,5675984.78859843,"detected"
"1197","151",25,3,"co","Hofheim","Bensheim","Hessen","j","j","j","j",NA,457387.612163131,5500662.86692827,"detected"
"1198","151",25,9,"au","Bürstadt","Bensheim","Hessen","j","j","j","j",NA,460377.759746243,5498950.22558628,"detected"
"1200","151",26,2,"du","Lorsch","Bensheim","Hessen","j","j","j",NA,NA,468773.338845324,5499973.89354344,"detected"
"1202","151",26,18,"cu","Hüttenfeld","Bensheim","Hessen","j","j","j","j",NA,470105.132834984,5494062.7224284,"detected"
"1205","151",27,6,"d","Sonderbach","Heppenheim","Hessen","j","j","j","j",NA,477508.962547627,5498529.79701962,"detected"
"1206","151",27,8,"al","Mitlechtern","Heppenheim","Hessen",NA,"j","j","j",NA,480890.260090575,5499150.56178326,"detected"
"1207","151",27,8,"dr","Fahrenbach","Heppenheim","Hessen","j","j","j","j",NA,483263.074070152,5498375.59466453,"detected"
"1208","151",27,10,"dl","Hammelbach","Heppenheim","Hessen","j",NA,NA,NA,NA,487927.089924707,5498196.45324543,"detected"
"1215","151",27,25,"co","Gadern","Heppenheim","Hessen","j","j",NA,"j",NA,486584.859819875,5492674.07386371,"detected"
"1218","151",28,16,"cu","Kocherbach","Heppenheim","Hessen","j","j",NA,"j",NA,487881.914483227,5494127.45079174,"detected"
"1220","151",28,21,"b","Affolterbach","Heppenheim","Hessen","j",NA,NA,NA,NA,489492.850324129,5493879.50894991,"detected"
"1221","151",28,21,"cl","Hartenrod","Heppenheim","Hessen","j","j","j","j",NA,462066.610560002,5623007.53591877,"detected"
"1222","151",29,1,"au","Dorf-Erbach","Erbach","Hessen","j","j","j","j",NA,500995.960819869,5500840.27164786,"detected"
"1223","151",29,2,"bl","Ernsbach","Erbach","Hessen","j",NA,NA,NA,NA,503875.300650646,5501241.80551204,"detected"
"1224","151",29,3,"cl","Würzberg","Erbach","Hessen","j","j","j",NA,NA,505817.775000507,5500109.52444825,"detected"
"1225","151",29,6,"ab","Erlenbach","Erbach","Hessen","j","j","j","j",NA,500887.967964621,5499228.17363404,"detected"
"1234","151",30,24,"ad","Hornbach","AB. Buchen","Baden","j",NA,NA,NA,NA,480469.797316071,5490624.68911679,"detected"
"1242","151",33,2,"b","Reisen","Heppenheim","Hessen","j","j","j","j",NA,479599.215152264,5491784.13061318,"detected"
"1243","151",33,2,"d","Hornbach","Heppenheim","Hessen","j","j","j","j",NA,480469.797316071,5490624.68911679,"detected"
"1246","151",33,7,"a","Birkenau","Heppenheim","Hessen","j","j","j","j",NA,479013.593643021,5489896.33706064,"detected"
"1254","151",34,4,"du","Beerfelden","Erbach","Hessen","j","j","j","j",NA,498098.336240003,5490645.56940403,"detected"
"1256","151",34,19,"b","Gammelsbach","Erbach","Hessen","j","j",NA,NA,NA,497495.964018021,5485798.54630474,"detected"
"1258","151",35,21,"a","Hebstahl","Erbach","Hessen","j","j","j",NA,NA,500767.306071186,5484563.97934713,"detected"
"2","98",36,10,"a","Muddenhagen","Warburg","Westfalen","j","j","j","j",NA,522619.943894953,5712074.60048547,"detected"
"10","111",4,2,"br","Westheim","Büren","Westfalen","j","j","j",NA,NA,493502.100849408,5704754.91908659,"detected"
"14","111",5,3,"du","Germete","Warburg","Westfalen","j","j",NA,NA,NA,506992.187062605,5703743.53398536,"detected"
"19","111",5,14,"cl","Welda","Warburg","Westfalen","j","j","j","j",NA,507747.477541944,5700208.05698829,"detected"
"23","111",6,6,"dr","Herlinghausen","Warburg","Westfalen","j","j","j","j",NA,514384.96480398,5702057.50643262,"detected"
"45","111",21,2,"ao","Oberschledorn","Brilon","Westfalen","j","j","j","j",NA,480129.203312578,5677386.9095296,"detected"
"145","112",8,12,"b","Speele","Münden","Hannover","j","j","j","j",NA,539162.9459576,5691967.04655685,"detected"
"149","112",9,8,"d","Hedemünden","Münden","Hannover","j","j","j","j",NA,553403.239216828,5693364.10249514,"detected"
"151","112",10,1,"au","Mollenfelde","Göttingen","Hannover","j","j","j","j",NA,558666.601464888,5695568.52654998,"detected"
"176","112",15,1,"a","Escherode","Münden","Hannover","j","j","j","j",NA,546259.36629427,5686154.12318113,"detected"
"210","112",23,8,"a","Kella","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,575443.955653626,5675812.34401211,"detected"
"212","112",23,15,"ar","Bebendorf","Heiligenstadt","Pr. Sachsen","j",NA,NA,NA,NA,580741.697413583,5674224.52116429,"detected"
"259","112",35,23,"dr","Sallmannshausen","Eisenach","Thüringen","j",NA,NA,NA,NA,577485.129502302,5650549.79983134,"detected"
"319","125",1,14,"c","Puderbach","Wittgenstein","Westfalen","j","j","j","j",NA,461027.787112392,5644355.65541475,"detected"
"527","126",5,5,"a","Lauchröden","Eisenach","Thüringen","j","j","j","j",NA,581259.586690188,5649740.15455598,"detected"
"531","126",5,21,"ar","Dankmarshausen","Eisenach","Thüringen",NA,NA,NA,"j",NA,571308.334578075,5641952.58439462,"detected"
"533","126",6,1,"b","Göringen","Eisenach","Thüringen","j","j","j","j",NA,583601.320590868,5649910.93763739,"detected"
"575","126",17,1,"b","Vacha","Eisenach","Thüringen",NA,NA,NA,"j",NA,571938.810838052,5630928.3545625,"detected"
"661","126",35,17,"a","Birx","Meiningen","Thüringen","j","j","j","j",NA,574221.790839775,5598007.01660555,"detected"
"680","138",4,24,"br","Niedererbach","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,427307.833495527,5586575.34851837,"detected"
"705","138",11,11,"d","Freiendiez","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,432237.132799398,5580404.47551198,"detected"
"728","138",17,8,"dr","Kaltenholzhausen","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,436109.975061237,5572460.74578386,"detected"
"781","138",34,21,"ar","Trechtingshausen","St. Goar","Rheinprovinz","j",NA,"j","j",NA,417516.135016208,5540455.29431702,"detected"
"790","138",36,17,"du","Mombach","Mainz","Hessen","j","j","j","j",NA,445235.354087353,5542012.80305307,"detected"
"978","139",29,14,"cu","Albstadt","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,508164.363574227,5551734.62264913,"detected"
"982","139",30,11,"dr","Geiselbach","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,514189.788758649,5552247.58316396,"detected"
"1106","151",11,7,"au","Wenigumstadt","Dieburg","Hessen",NA,NA,NA,"j",NA,503454.566800397,5527146.54835937,"detected"
"1159","151",19,11,"du","Rheindürkheim","Worms","Hessen","j","j","j","j",NA,453694.923595163,5505229.48825919,"detected"
"66","111",27,1,"du","Dreislar","Brilon","Westfalen","j","j","j","j",NA,478191.479902248,5666485.15953812,"detected"
"116","112",4,6,"dl","Volkerode","Göttingen","Hannover","j","j","j","j",NA,575109.947986188,5679066.42579233,"detected"
"148","112",8,18,"dl","Landwehrhagen","Münden","Hannover","j","j","j","j",NA,541252.274443336,5689225.33147046,"detected"
"156","112",10,14,"co","Hohengandern","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,565767.280334525,5691906.85407871,"detected"
"190","112",17,23,"du","Pfaffschwende","Heiligenstadt","Pr. Sachsen","j",NA,"j","j",NA,576556.318827021,5678020.02760775,"detected"
"216","112",24,12,"cu","Hildebrandshausen","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,584751.973630942,5672943.25031849,"detected"
"236","112",30,7,"dr","Treffurt","Mühlhausen","Pr. Sachsen","j","j","j",NA,NA,586271.153136977,5665693.9196271,"detected"
"238","112",30,17,"cr","Schnellmannshausen","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,585379.947702382,5662041.79620993,"detected"
"260","112",36,6,"ao","Ifta","Eisenach","Thüringen","j","j","j","j",NA,582300.534399637,5657976.3371339,"detected"
"409","125",22,10,"bl","Homberg","Alsfeld","Hessen","j","j","j","j",NA,436750.539965283,5610274.60179601,"detected"
"528","126",5,8,"c","Gerstungen","Eisenach","Thüringen","j","j",NA,"j",NA,574866.081020911,5646273.64228993,"detected"
"532","126",5,22,"c","Dippach","Eisenach","Thüringen","j","j","j","j",NA,573269.518809183,5641457.18140095,"detected"
"534","126",6,2,"a","Neuenhof","Eisenach","Thüringen","j","j","j","j",NA,585160.534730646,5650281.17790805,"detected"
"572","126",16,5,"cl","Unterbreizbach","Eisenach","Thüringen","j","j","j","j",NA,568951.592528866,5629898.09704967,"detected"
"624","126",28,8,"b","Ketten","Eisenach","Thüringen","j","j","j","j",NA,565710.199121766,5610860.94362051,"detected"
"631","126",29,17,"b","Unterweid","Eisenach","Thüringen","j","j","j","j",NA,575092.252834615,5607027.75378573,"detected"
"678","138",4,15,"co","Hundsangen","Unterwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,427750.064511904,5589816.62780908,"detected"
"713","138",15,8,"c","Sulzbach","Unterlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,475492.689476419,5491723.25352525,"detected"
"777","138",33,19,"ao","Oberdiebach","St. Goar","Rheinprovinz","j","j","j","j",NA,412296.108483283,5542918.10848256,"detected"
"967","139",26,11,"bo","Sulzbach","Unterlahnkreis","Hessen-Nassau",NA,"j",NA,NA,NA,475492.689476419,5491723.25352525,"detected"
"983","139",30,13,"al","Huckelheim","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,517275.997552437,5552857.09583036,"detected"
"1007","139",35,22,"du","Kleinostheim","BA. Aschaffenburg","RegBez. Unterfranken (Bayern)",NA,NA,"j","j",NA,504572.169557068,5538855.02202879,"detected"
"1035","140",9,13,"d","Kothen","BA. Brückenau","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,554500.59622636,5580251.2069324,"detected"
"1047","140",15,21,"a","Zeitlofs","BA. Brückenau","BegBez. Unterfranken (Bayern)","j","j","j","j",NA,547963.69783004,5567789.28089615,"detected"
"1052","140",25,16,"br","Wiesen","BA. Lohr","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,526083.602874025,5551091.61619635,"detected"
"1082","151",7,11,"au","Nierstein","Oppenheim","Hessen","j",NA,NA,NA,NA,452143.871050927,5523866.93274463,"detected"
"1084","151",7,16,"d","Oppenheim","Oppenheim","Hessen","j","j","j","j",NA,453790.251832422,5522251.43548138,"detected"
"1110","151",11,18,"ac","Mömlingen","BA. Obernburg","RegBez. Unterfranken (Bayern)",NA,NA,NA,"j",NA,506102.487221655,5522801.67129956,"detected"
"1245","151",33,6,"c","Weinheim","AB. Weinheim","Baden","j","j","j",NA,NA,476182.889478667,5489196.44680405,"detected"
"1259","151",35,24,"dl","Reisenbach","AB. Buchen","Baden",NA,"j","j","j",NA,508985.157168986,5483426.22160176,"detected"
"3","98",36,14,"cl","Körbecke","Warburg","Westfalen","j","j",NA,NA,NA,519434.744146134,5709303.24690738,"detected"
"5","98",36,18,"co","Rösebeck","Warburg","Westfalen","j","j","j","j",NA,517115.4904166,5708015.9245872,"detected"
"17","111",5,9,"do","Wormeln","Warburg","Westfalen","j","j","j","j",NA,509306.983418047,5702334.83622359,"detected"
"27","111",9,3,"au","Beringhausen","Brilon","Westfalen","j","j","j","j",NA,483251.572638709,5695158.40234525,"detected"
"106","112",3,1,"c","Bühren","Münden","Hannover","j","j","j","j",NA,547181.294709775,5703968.75927536,"detected"
"146","112",8,14,"co","Lutterberg","Münden","Hannover","j","j","j","j",NA,543134.61957864,5691454.10163004,"detected"
"157","112",10,25,"c","Gerbershausen","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,568530.836747047,5687761.07580478,"detected"
"233","112",30,3,"a","Wendehausen","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,587349.928590467,5668515.18668025,"detected"
"285","124",29,3,"c","Nister-Möhrendorf","Oberwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,434680.46393992,5612134.99089327,"detected"
"287","124",29,8,"a","Waigandshain","Oberwesterwaldkreis","Hessen-Nassau",NA,NA,NA,"j",NA,435130.035955641,5610761.50216421,"detected"
"307","124",35,3,"d","Mittelhofen","Oberwesterwaldkreis","Hessen-Nassau","j","j","j",NA,NA,436622.96209245,5602636.02755376,"detected"
"597","126",22,15,"cu","Kranlucken","Eisenach","Thüringen","j","j","j","j",NA,570065.810675307,5616689.40622134,"detected"
"632","126",29,19,"ac","Kaltenwestheim","Eisenach","Thüringen","j","j","j","j",NA,579019.39498841,5607063.20675321,"detected"
"698","138",10,3,"d","Eppenrod","Unterlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,424004.049722322,5584086.2410219,"detected"
"726","138",17,2,"cr","Lohrheim","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,432310.032711056,5574420.62939464,"detected"
"755","138",27,14,"d","Weisel","St. Goarshausen","Hessen-Nassau","j","j",NA,"j",NA,414238.639962931,5552361.75986265,"detected"
"773","138",33,8,"c","Steeg","St. Goar","Rheinprovinz","j","j","j","j",NA,410071.152414751,5545223.75023875,"detected"
"776","138",33,18,"bo","Manubach","St. Goar","Rheinprovinz","j","j","j","j",NA,411206.06288714,5542847.10882179,"detected"
"778","138",33,19,"co","Oberheimbach","St. Goar","Rheinprovinz","j",NA,NA,NA,NA,412728.266846571,5541743.33807009,"detected"
"990","139",31,21,"ab","Hochheim","Main-Taunuskreis","Hessen-Nassau","j","j","j","j",NA,451879.993419915,5499819.43691929,"detected"
"1086","151",7,21,"dl","Dienheim","Oppenheim","Hessen","j","j","j","j",NA,453298.489274002,5521088.19329322,"detected"
"1118","151",13,17,"ao","Gimbsheim","Worms","Hessen","j",NA,NA,NA,NA,455067.658824787,5514201.76755268,"detected"
"1119","151",13,23,"cu","Eich","Worms","Hessen","j","j","j",NA,NA,456957.233834571,5510984.22245798,"detected"
"1124","151",14,7,"d","Eich","Darmstadt","Hessen","j",NA,NA,NA,NA,456957.233834571,5510984.22245798,"detected"
"1203","151",26,25,"a","Hemsbach","AB. Weinheim","Baden",NA,NA,NA,"j",NA,474495.327045588,5493328.81029511,"detected"
"1257","151",35,15,"c","Schlossau","AB. Buchen","Baden","j","j","j",NA,NA,511018.838728625,5487421.15908986,"detected"
"11","111",4,11,"cr","Obermarsberg","Brilon","Westfalen","j","j","j","j",NA,489791.515172117,5699578.48489074,"detected"
"15","111",5,4,"dr","Warburg","Warburg","Westfalen","j","j","j",NA,NA,509900.572157996,5704248.82577614,"detected"
"48","111",21,17,"ao","Medebach","Brilon","Westfalen","j","j","j",NA,NA,479367.342897236,5671907.28908675,"detected"
"49","111",21,21,"cl","Medelon","Brilon","Westfalen","j","j","j",NA,NA,476886.58277568,5668726.14979938,"detected"
"153","112",10,4,"bd","Reiffenhausen","Göttingen","Hannover","j","j","j","j",NA,567361.97105186,5695553.65596452,"detected"
"192","112",17,24,"c","Sickerode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,578238.652768358,5678479.22084318,"detected"
"218","112",24,24,"au","Diedorf","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,589607.503512563,5670211.42709065,"detected"
"261","112",36,8,"c","Creuzburg","Eisenach","Thüringen",NA,NA,NA,"j",NA,587309.587659526,5656434.68423746,"detected"
"265","124",23,8,"d","Lützeln","Siegen","Westfalen","j","j",NA,NA,NA,436887.432829779,5619269.93738463,"detected"
"320","125",1,21,"bd","Herbertshausen","Wittgenstein","Westfalen",NA,NA,NA,"j",NA,455024.000686822,5641412.74645598,"detected"
"340","125",7,1,"bl","Banfe","Wittgenstein","Westfalen","j","j","j",NA,NA,454496.086999746,5640527.67589594,"detected"
"576","126",17,11,"al","Sünna","Eisenach","Thüringen","j","j","j","j",NA,570359.781545833,5627358.94627109,"detected"
"633","126",29,19,"do","Mittelsdorf","Eisenach","Thüringen","j",NA,NA,NA,NA,580064.052840895,5606778.76115657,"detected"
"677","138",4,13,"b","Steinefrenz","Unterwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,424070.432966756,5590179.71797924,"detected"
"740","138",22,21,"cu","Lautert","St. Goarshausen","Hessen-Nassau","j","j","j",NA,NA,417027.67377661,5557889.30306638,"detected"
"979","139",29,22,"du","Alzenau","BA. Alzenau","RegBez. Unterfranken (Bayern)","j","j","j",NA,NA,505265.248444918,5548228.5969274,"detected"
"1008","139",36,2,"al","Krombach","BA. Alzenau","BegBez. Unterfranken (Bayern)","j","j","j","j",NA,514755.726924603,5549224.82088195,"detected"
"1115","151",13,11,"a","Guntersblum","Oppenheim","Hessen","j","j","j","j",NA,452918.64386154,5516288.16121998,"detected"
"1251","151",33,16,"c","Hohensachsen","AB. Weinheim","Baden","j","j","j","j",NA,476064.203344726,5485227.93058212,"detected"
"111","112",3,18,"bl","Meensen","Münden","Hannover","j","j","j","j",NA,552866.150690322,5699520.18206234,"detected"
"112","112",3,22,"du","Lippoldshausen","Münden","Hannover","j","j","j","j",NA,550520.704788531,5696337.69434241,"detected"
"119","112",4,13,"a","Obernjesa","Göttingen","Hannover","j","j","j","j",NA,563600.428147345,5701533.80656128,"detected"
"120","112",4,14,"co","Ballenhausen","Göttingen","Hannover","j","j","j","j",NA,565971.178519603,5700885.50184001,"detected"
"187","112",17,2,"d","Wüstheuterode","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,573822.001446645,5686099.58869056,"detected"
"237","112",30,13,"du","Falken","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,588671.044568257,5663688.00671565,"detected"
"240","112",30,23,"c","Scherbda","Eisenach","Thüringen","j","j","j","j",NA,587313.40851734,5660350.09635209,"detected"
"290","124",29,17,"bd","Rennerod","Oberwesterwaldkreis","Hessen-Nassau",NA,NA,"j",NA,NA,433924.358919917,5606550.53746165,"detected"
"535","126",6,3,"ad","Stedtfeld","Eisenach","Thüringen","j","j","j","j",NA,588280.809273466,5649643.85899045,"detected"
"720","138",16,10,"c","Schönborn","Unterlahnkreis","Hessen-Nassau","j","j","j",NA,NA,428575.800934771,5572601.35272338,"detected"
"758","138",27,18,"cd","Dörscheid","St. Goarshausen","Hessen-Nassau",NA,NA,"j","j",NA,411149.344120534,5551066.61856135,"detected"
"1235","151",31,1,"br","Roxheim","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j",NA,NA,454095.207656335,5491995.13225122,"detected"
"1","98",36,2,"dr","Borgentreich","Warburg","Westfalen","j","j","j","j",NA,516661.492091561,5713163.67781573,"detected"
"4","98",36,16,"cl","Dössel","Warburg","Westfalen","j",NA,NA,NA,NA,511620.649865076,5708055.98295859,"detected"
"108","112",3,12,"ar","Niederscheden","Münden","Hannover","j","j","j","j",NA,550049.609091524,5701104.42435648,"detected"
"110","112",3,14,"bo","Jühnde","Münden","Hannover",NA,NA,NA,"j",NA,555477.973669998,5701572.23397274,"detected"
"214","112",24,3,"c","Effelder","Mühlhausen","Pr. Sachsen","j",NA,NA,NA,NA,587028.389711346,5677163.73455017,"detected"
"239","112",30,23,"br","Frankenroda","Eisenach","Thüringen","j","j","j","j",NA,589274.287559563,5661195.67570194,"detected"
"263","112",36,19,"c","Madelungen","Eisenach","Thüringen","j","j","j","j",NA,590384.167541001,5652605.57731663,"detected"
"537","126",6,11,"cr","Oberellen","Eisenach","Thüringen",NA,NA,NA,"j",NA,583184.506802457,5644832.26567305,"detected"
"551","126",11,14,"b","Frauensee","Eisenach","Thüringen","j","j","j","j",NA,580385.466234309,5636835.55221028,"detected"
"634","126",29,20,"co","Kaltensundheim","Eisenach","Thüringen","j","j","j","j",NA,581949.499445731,5606596.56325653,"detected"
"636","126",29,24,"du","Reichenhausen","Eisenach","Thüringen","j","j","j","j",NA,580048.82245731,5604064.81659458,"detected"
"702","138",10,24,"b","Balduinstein","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,426974.799736592,5577371.76680203,"detected"
"752","138",27,5,"ao","Niederwallmenach","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,415130.565330242,5557630.03493077,"detected"
"772","138",33,1,"do","Perscheid","St. Goar","Rheinprovinz","j","j","j",NA,NA,406642.116649222,5547328.84403579,"detected"
"1117","151",13,16,"cu","Alsheim","Worms","Hessen","j","j","j","j",NA,452469.05882818,5512634.02425655,"detected"
"1260","151",36,1,"c","Mörschenhardt","AB. Buchen","Baden",NA,NA,NA,"j",NA,512443.837062011,5490715.05102837,"detected"
"1262","151",36,12,"cu","Mudau","AB. Buchen","Baden","j","j","j","j",NA,514913.038175544,5486774.4861828,"detected"
"109","112",3,12,"b","Oberscheden","Münden","Hannover","j","j","j","j",NA,551137.443660744,5701404.41596869,"detected"
"117","112",4,8,"bl","Niedernjesa","Göttingen","Hannover","j","j","j","j",NA,564288.071150168,5703199.73428262,"detected"
"130","112",5,21,"a","Lichtenhagen","Göttingen","Hannover","j","j","j","j",NA,569811.887519046,5698000.28182564,"detected"
"217","112",24,15,"ar","Eigenrieden","Mühlhausen","Pr. Sachsen","j","j","j",NA,NA,592543.235957529,5674145.62535337,"detected"
"234","112",30,5,"ao","Heyerode","Mühlhausen","Pr. Sachsen","j","j","j","j",NA,592377.130370401,5669003.48379446,"detected"
"284","124",28,24,"b","Halbs","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,426588.561053694,5604757.42847391,"detected"
"304","124",34,13,"ao","Kaden","Oberwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,423072.215244286,5600081.12885156,"detected"
"554","126",11,24,"au","Kieselbach","Eisenach","Thüringen","j","j","j","j",NA,579111.14603615,5633179.0134634,"detected"
"725","138",16,21,"dr","Lollschied","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,419462.248513978,5567705.1732202,"detected"
"734","138",21,10,"ab","Miehlen","St. Goarshausen","Hessen-Nassau","j","j","j","j",NA,416589.185302294,5564546.59943502,"detected"
"757","138",27,17,"ad","Oberwesel","St. Goar","Rheinprovinz","j","j","j","j",NA,408557.706466293,5551766.53852804,"detected"
"1109","151",11,15,"dl","Kleinwallstadt","BA. Obernburg","RegBez. Unterfranken (Bayern)","j",NA,NA,NA,NA,512014.119280351,5524590.53042911,"detected"
"1155","151",18,2,"a","Rück","BA. Obernburg","RegBez. Unterfranken (Bayern)","j","j","j","j",NA,514843.958613999,5519827.86145781,"detected"
"1230","151",30,11,"c","Kirchzell","BA. Miltenberg","RegBez. Unterfranken (Bayern)","j","j",NA,"j",NA,512778.097447939,5496163.51127555,"detected"
"118","112",4,10,"cu","Reinhausen","Göttingen","Hannover","j","j","j","j",NA,568398.727967849,5702263.41916819,"detected"
"165","112",11,24,"cu","Lutter","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,577761.272827986,5687381.51691008,"detected"
"188","112",17,4,"d","Kalteneber","Heiligenstadt","Pr. Sachsen","j","j","j","j",NA,579295.746625028,5685936.82871927,"detected"
"242","112",31,17,"ac","Kasdorf","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,413277.258752208,5562264.1022128,"detected"
"264","124",23,6,"d","Emmerzhausen","Altenkirchen","Rheinprovinz",NA,NA,NA,"j",NA,431209.201331049,5619108.06919768,"detected"
"305","124",34,21,"dr","Oberahr","Oberwesterwaldkreis","Hessen-Nassau","j","j","j","j",NA,419754.003432818,5595315.06623678,"detected"
"538","126",6,17,"d","Förtha","Eisenach","Thüringen","j","j","j","j",NA,587009.043873429,5643860.6453713,"detected"
"662","126",35,20,"c","Fladungen","BA. Mellrichststadt","RegBez. Unterfranken (Bayern)",NA,"j","j","j",NA,581203.704402007,5597142.58312809,"detected"
"669","138",2,13,"bd","Stromberg","Unterwesterwaldkreis","Hessen-Nassau","j","j",NA,NA,NA,411927.125523651,5533093.20791927,"detected"
"699","138",10,6,"b","Stahlhofen","Unterwesterwaldkreis","Hessen-Nassau","j",NA,NA,NA,NA,418849.164651592,5583050.75954628,"detected"
"721","138",16,13,"cr","Kördorf","Unterlahnkreis","Hessen-Nassau","j","j","j","j",NA,423153.454947222,5571009.01042651,"detected"
"756","138",27,16,"cr","Damscheid","St. Goar","Rheinprovinz","j","j",NA,NA,NA,406004.93425503,5550576.38038223,"detected"
"779","138",33,21,"bu","Dichtelbach","Simmern","Rheinprovinz","j","j","j","j",NA,406291.73143594,5540395.19733178,"detected"
"1076","151",5,10,"a","Aschaffenburg",NA,"RegBez. Unterfranken (Bayern)","j","j","j","j","Kreis nicht angegeben, vermutlich aber Aschaffenburg",510547.887247648,5535761.39726293,"detected"
"1238","151",31,17,"dr","Oppau","BA. Frankenthal","RegBez. Pfalz (Bayern)","j","j","j","j",NA,456878.675614311,5485612.7524244,"detected"
"107","112",3,4,"au","Bördel","Münden","Hannover","j","j","j","j",NA,554843.373004879,5704368.18486669,"detected"
