"","X","Quadrant","Teilquadrant","Ortsnummer","Ortsbuchstaben","Ortsname","Kreis","Land","I","II","III","IV","X12","RES_1st_run","Ortsname_old","Stadt.oder.Gemeinde.oder.Landkreis","x","y","res"
"442",207,"112",22,17,"br","Germerode","Eschwege","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",563310.900431318,5672089.18441083,"detected"
"443",208,"112",22,20,"c","Eltmannshausen","Eschwege","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",569163.343927593,5670807.71863097,"detected"
"444",209,"112",23,2,"bu","Hitzelrode","Eschwege","Hessen-Nassau","j","j","j",NA,NA,"detected","","",573698.751450718,5677221.80883413,"detected"
"445",213,"112",23,24,"ar","Aue","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",578705.998671813,5670299.88857398,"detected"
"446",219,"112",25,2,"ao","Maden","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",526276.170805425,5668218.65486953,"detected"
"447",220,"112",25,12,"ad","Lohre","Melsungen","Hessen-Nassau",NA,"j","j",NA,NA,"detected","","",527181.999979749,5663519.21835643,"detected"
"448",221,"112",25,13,"br","Gensungen","Melsungen","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",530621.523653484,5664161.29116188,"detected"
"449",222,"112",26,2,"ac","Röhrenfurth","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",538359.440212105,5667215.83015864,"detected"
"450",223,"112",26,15,"c","Elbersdorf","Melsungen","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",544944.328253458,5662798.36615381,"detected"
"451",225,"112",27,7,"do","Vockerode-Dinkelberg","Melsungen","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",550356.951596873,5665506.46638656,"detected"
"452",227,"112",27,20,"a","Schemmern","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",557504.026633875,5662689.68890325,"detected"
"453",228,"112",27,21,"dr","Metzebach","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",549153.780815495,5659611.60075482,"detected"
"454",229,"112",28,14,"br","Hoheneiche","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",568162.389759141,5664576.98520583,"detected"
"455",230,"112",29,11,"d","Datterode","Eschwege","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",571619.761361021,5663567.28676958,"detected"
"456",232,"112",29,22,"cu","Grandenborn","Eschwege","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",572670.788240162,5659522.33305688,"detected"
"457",241,"112",31,2,"c","Hebel","Fritzlar-Homberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",526828.20078334,5657534.36783961,"detected"
"458",243,"112",31,19,"bo","Welferode","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",532655.705356148,5653442.12131358,"detected"
"459",244,"112",32,8,"br","Neumorschen","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",542667.662059325,5657073.84383769,"detected"
"460",245,"112",32,15,"au","Niederellenbach","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",545835.64018657,5654654.34009807,"detected"
"461",246,"112",32,19,"b","Oberellenbach","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",544638.080711395,5652875.59272608,"detected"
"462",247,"112",32,22,"al","Rengshausen","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",537633.842365624,5650651.27008129,"detected"
"463",248,"112",33,4,"cl","Dankerode","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",554588.009936698,5657753.3506603,"detected"
"464",249,"112",33,6,"cl","Heinebach","Melsungen","Hessen-Nassau","j","j","j","j",NA,"detected","","",546558.425376696,5655361.44068001,"detected"
"465",250,"112",33,18,"dr","Schwarzenhasel","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",554069.913375508,5652353.98230525,"detected"
"466",251,"112",34,1,"bo","Diemerode","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",559668.446502466,5658955.1351323,"detected"
"467",252,"112",34,12,"dl","Mönchhosbach","Rotenburg","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",562986.424176784,5654590.3257316,"detected"
"468",253,"112",34,21,"cl","Braunhausen","Rotenburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",558263.903211095,5650553.37204281,"detected"
"469",254,"112",35,1,"cl","Breitau","Rotenburg","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",570046.878234216,5657739.8409274,"detected"
"470",255,"112",35,4,"bu","Lüderbach","Eschwege","Hessen-Nassau","j","j","j","j",NA,"detected","","",579424.950594898,5658576.3909073,"detected"
"471",256,"112",35,11,"ab","Ulfen","Rotenburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",571084.800636033,5655140.31044421,"detected"
"473",266,"124",23,24,"br","Rabenscheid","Dillkreis","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",439835.823824029,5614753.37357367,"detected"
"474",267,"124",24,2,"a","Haiger","Dillkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",443520.82546712,5621640.62394836,"detected"
"475",268,"124",24,7,"d","Donsbach","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",446142.983243693,5619322.01720726,"detected"
"476",269,"124",24,17,"co","Erdbach","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",444847.398336436,5615621.17040446,"detected"
"477",270,"124",24,18,"b","Uckersdorf","Dillkreis","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",448061.968613241,5616366.71133036,"detected"
"478",271,"124",24,18,"c","Amdorf","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",447673.308508241,5614936.01389522,"detected"
"479",272,"124",24,19,"bo","Burg","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",450842.706259453,5616139.66015134,"detected"
"481",286,"124",29,5,"au","Heisterberg","Dillkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",440274.060899571,5612290.62077748,"detected"
"482",289,"124",29,15,"ad","Mademühlen","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",440758.920782232,5608281.59545152,"detected"
"484",292,"124",30,4,"ad","Merkenbach","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",450392.289410657,5611840.24436118,"detected"
"485",293,"124",30,7,"ac","Heiligenborn","Dillkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",444713.241599517,5610273.49402145,"detected"
"486",294,"124",30,12,"ac","Seilhofen","Dillkreis","Hessen-Nassau","j","j","j",NA,NA,"detected","","",444007.307014861,5608401.58609736,"detected"
"487",295,"124",30,15,"a","Edingen","Wetzlar","Hessen-Nassau","j",NA,"j","j",NA,"detected","","",452035.944679005,5609144.89703496,"detected"
"488",308,"124",35,10,"ao","Mengerskirchen","Oberlahnkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",440104.451745558,5601761.11390154,"detected"
"489",310,"124",35,12,"c","Langendernbach","Limburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",432226.422692494,5598909.75401032,"detected"
"490",311,"124",35,15,"cl","Waldernbach","Oberlahnkreis","Hessen-Nassau",NA,"j","j","j",NA,"detected","","",439312.252327424,5598789.84116106,"detected"
"491",312,"124",35,24,"ad","Lahr","Limburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",438276.312059947,5595665.84699277,"detected"
"492",313,"124",36,9,"d","Bissenberg","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",450805.905593564,5600148.76248378,"detected"
"493",314,"124",36,12,"ao","Dillhausen","Oberlahnkreis","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",444519.5289192,5599966.70472749,"detected"
"494",316,"124",36,16,"d","Barig-Selbenhausen","Oberlahnkreis","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",443165.150353781,5596589.39870488,"detected"
"496",324,"125",2,20,"ar","Niederasphe","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",476449.411023509,5643328.51172753,"detected"
"497",325,"125",3,6,"c","Wollmar","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",477693.535547106,5646714.75105782,"detected"
"498",327,"125",4,3,"c","Lehnhausen","Frankenberg","Hessen-Nassau","j","j","j","j",NA,"detected","","",494441.039200703,5648404.4666621,"detected"
"500",329,"125",4,15,"c","Schiffelbach","Marburg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",499515.309578472,5644264.74584483,"detected"
"501",330,"125",4,19,"cl","Wohra","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",496254.785480938,5642664.75711648,"detected"
"502",331,"125",5,3,"ad","Densberg","Fritzlar-Homberg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",506547.836142333,5649028.36414701,"detected"
"503",332,"125",5,7,"cu","Moischeid","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",503454.83703283,5646089.60423165,"detected"
"504",333,"125",5,9,"b","Hundshausen","Fritzlar-Homberg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",509927.011709721,5647210.00072584,"detected"
"505",334,"125",5,13,"b","Sebbeterode","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",507114.243812254,5645414.99801993,"detected"
"507",337,"125",6,15,"ao","Spieskappel","Ziegenhain","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",522436.748144993,5645814.55430726,"detected"
"508",338,"125",6,16,"d","Dittershausen","Ziegenhain","Hessen-Nassau",NA,NA,"j",NA,NA,"detected","","",513554.875483545,5642514.31707492,"detected"
"509",339,"125",6,19,"c","Leimsfeld","Ziegenhain","Hessen-Nassau","j","j",NA,"j",NA,"detected","","",519812.470601647,5643412.96143018,"detected"
"510",341,"125",7,13,"d","Niederdieten","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",460673.352939806,5635584.07213152,"detected"
"511",342,"125",7,16,"c","Mandeln","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",453455.72798019,5633475.13493173,"detected"
"512",343,"125",7,23,"c","Oberhörlen","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",459192.629826935,5631614.28967493,"detected"
"513",344,"125",8,1,"b","Biedenkopf","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",466593.236817716,5640268.88249403,"detected"
"514",345,"125",8,13,"co","Buchenau","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",554128.544438824,5625808.30915998,"detected"
"515",346,"125",8,21,"a","Hommertshausen","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",465348.034743248,5632759.55096253,"detected"
"516",348,"125",9,4,"al","Oberrosphe","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",484174.938139114,5640052.0381184,"detected"
"517",349,"125",9,13,"bd","Göttingen","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",484106.040319459,5635915.51193775,"detected"
"518",350,"125",9,25,"bo","Ginseldorf","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",487298.003213456,5632081.3941788,"detected"
"519",352,"125",10,10,"ac","Wolferode","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",499163.064470622,5637937.38114179,"detected"
"520",353,"125",10,13,"ao","Rauschenberg","Marburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",494097.901377586,5636750.80898169,"detected"
"521",354,"125",10,14,"c","Burgholz","Marburg","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",496608.615179482,5635725.50966082,"detected"
"522",355,"125",10,22,"bd","Stausebach","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",493071.63649697,5632070.5021243,"detected"
"523",356,"125",11,8,"bo","Mengsberg","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",507088.136164113,5638820.6467289,"detected"
"524",357,"125",11,12,"cd","Speckswinkel","Marburg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",504144.465753421,5635448.05222674,"detected"
"525",359,"125",12,8,"b","Steina","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",518544.925845621,5638326.27617543,"detected"
"526",362,"125",13,8,"b","Frechenhausen","Biedenkopf","Hessen-Nassau",NA,NA,NA,"j",NA,"detected","","",460190.566257489,5628581.76256195,"detected"
"527",363,"125",13,15,"a","Bottenhorn","Biedenkopf","Hessen-Nassau",NA,"j",NA,NA,NA,"detected","","",463266.547758935,5627124.62246613,"detected"
"528",364,"125",13,19,"a","Wallenfels","Dillkreis","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",460856.597375481,5625318.40703376,"detected"
"529",366,"125",14,12,"b","Runzhausen","Biedenkopf","Hessen-Nassau","j","j","j",NA,NA,"detected","","",469165.121852306,5627008.53940322,"detected"
"530",367,"125",14,19,"cd","Rüchenbach","Biedenkopf","Hessen-Nassau","j","j","j","j",NA,"detected","","",473619.572209556,5624226.27769888,"detected"
"531",371,"125",15,6,"b","Elnhausen","Marburg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",478096.063656134,5628920.49739712,"detected"
"532",372,"125",15,12,"c","Cyriaxweimar","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",480021.634849573,5625810.23960653,"detected"
"533",374,"125",15,24,"bd","Beltershausen","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",486662.284214386,5623031.26057252,"detected"
"534",375,"125",16,2,"a","Niederwald","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",491443.003984118,5630760.75570467,"detected"
"535",376,"125",16,3,"c","Kirchhain","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",494428.244135857,5629911.58004959,"detected"
"536",377,"125",16,4,"ao","Langenstein","Marburg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",497084.55654361,5631243.82085934,"detected"
"537",378,"125",16,15,"a","Niederklein","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",499985.90408849,5626939.55625758,"detected"
"538",379,"125",16,21,"b","Wittelsberg","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",489773.05395979,5623168.79564211,"detected"
"539",382,"125",17,4,"au","Gleimenhain","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",508219.591617275,5630348.76940154,"detected"
"540",384,"125",17,17,"bu","Lehrbach","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",503962.438347319,5624983.94757173,"detected"
"541",385,"125",17,18,"du","Kirtorf","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",507418.592925919,5624031.4025522,"detected"
"542",386,"125",17,21,"b","Dannenrod","Alsfeld","Hessen","j",NA,NA,NA,NA,"detected","","",501819.703096537,5623125.73047014,"detected"
"543",387,"125",18,3,"ar","Holzburg","Ziegenhain","Hessen-Nassau","j","j","j","j",NA,"detected","","",518213.670020406,5630496.46502508,"detected"
"544",389,"125",18,11,"du","Seibelsdorf","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",513972.529887574,5625657.243069,"detected"
"545",390,"125",18,16,"c","Ohmes","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",512319.604598804,5624062.9152699,"detected"
"546",391,"125",18,19,"dl","Eudorf","Alsfeld","Hessen",NA,"j","j",NA,NA,"detected","","",520612.627955112,5624077.97425757,"detected"
"547",392,"125",18,20,"bl","Elbenrod","Alsfeld","Hessen","j","j","j",NA,NA,"detected","","",523328.974240908,5625357.11054476,"detected"
"548",393,"125",18,22,"a","Angenrod","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",514556.936054106,5623390.35924719,"detected"
"549",394,"125",18,22,"b","Leusel","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",516300.08233512,5623039.67375894,"detected"
"550",395,"125",19,16,"du","Ballersbach","Dillkreis","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",455295.924335482,5614876.44532139,"detected"
"551",396,"125",19,18,"ao","Offenbach","Dillkreis","Hessen-Nassau","j","j","j","j",NA,"detected","","",458615.192821218,5616506.07006533,"detected"
"552",397,"125",20,4,"d","Lohra","Marburg","Hessen-Nassau","j","j",NA,NA,NA,"detected","","",473974.853100748,5620521.488119,"detected"
"553",399,"125",20,14,"a","Altenvers","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",473134.243226803,5617612.28091436,"detected"
"554",400,"125",20,16,"br","Wilsbach","Biedenkopf","Hessen-Nassau","j","j","j",NA,NA,"detected","","",466926.932252312,5616369.05045641,"detected"
"555",402,"125",21,9,"cr","Hachborn","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",485204.240721912,5618754.00916318,"detected"
"556",403,"125",21,10,"ao","Ebsdorf","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",486683.350796099,5620228.97882927,"detected"
"557",404,"125",21,11,"al","Oberwalgern","Marburg","Hessen-Nassau","j","j","j","j",NA,"detected","","",476149.689757879,5617719.97200223,"detected"
"558",405,"125",21,11,"d","Fronhausen","Marburg","Hessen-Nassau","j","j","j",NA,NA,"detected","","",478448.514540281,5617009.42930922,"detected"
"559",410,"125",22,14,"ao","Deckenbach","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",496293.613156151,5618189.50288396,"detected"
"560",412,"125",22,22,"cl","Kesselbach","Gießen","Hessen","j","j","j","j",NA,"detected","","",491060.597545238,5613058.4795479,"detected"
"561",413,"125",23,2,"a","Appenrod","Alsfeld","Hessen","j",NA,NA,NA,NA,"detected","","",503132.509621201,5621580.686285,"detected"
"562",414,"125",23,5,"ad","Heimertshausen","Alsfeld","Hessen",NA,"j","j","j",NA,"detected","","",511282.130156556,5621191.62041721,"detected"
"564",418,"125",23,23,"d","Hainbach","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",507010.187966413,5613055.54040475,"detected"
"565",419,"125",24,1,"b","Billertshausen","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",514152.669167101,5621621.17092189,"detected"
"566",421,"125",24,14,"cd","Hopfgarten","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",520945.094477894,5616784.56554351,"detected"
"567",424,"125",24,20,"b","Hergersdorf","Alsfeld","Hessen","j","j","j","j",NA,"detected","","",522674.998773804,5615212.74628686,"detected"
"568",425,"125",25,2,"du","Dreisbach","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",457116.664775444,5611180.36314385,"detected"
"569",426,"125",25,14,"au","Bechlingen","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",460949.860833756,5608514.89410455,"detected"
"570",427,"125",25,16,"dl","Daubhausen","Wetzlar","Hessen-Nassau","j",NA,NA,NA,NA,"detected","","",454081.913403644,5606135.1957955,"detected"
"572",429,"125",26,1,"cr","Hohensolms","Wetzlar","Hessen-Nassau",NA,NA,"j","j",NA,"detected","","",465882.16828103,5611026.97133054,"detected"
"573",431,"125",26,14,"d","Krofdorf","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",475650.701161092,5609104.3110184,"detected"
"574",432,"125",26,22,"cr","Waldgirmes","Wetzlar","Hessen-Nassau","j","j","j","j",NA,"detected","","",468201.285434711,5604062.38547894,"detected"
"575",433,"125",27,2,"a","Ruttershausen","Gießen","Hessen","j","j","j","j",NA,"detected","","",479538.422484502,5612212.36766806,"detected"
"576",434,"125",27,2,"b","Staufenberg","Gießen","Hessen","j","j","j","j",NA,"detected","","",481001.032292555,5612084.53789486,"detected"
"577",435,"125",27,3,"au","Mainzlar","Gießen","Hessen","j","j","j","j",NA,"detected","","",481686.517320594,5612048.73603313,"detected"
"578",436,"125",27,3,"cu","Daubringen","Gießen","Hessen","j","j","j","j",NA,"detected","","",481456.637379086,5611004.28068903,"detected"
"579",437,"125",27,5,"au","Climbach","Gießen","Hessen","j","j","j","j",NA,"detected","","",487156.905735397,5611899.02381665,"detected"
"580",439,"125",27,7,"al","Lollar","Gießen","Hessen","j","j","j","j",NA,"detected","","",479044.554544023,5610668.65976483,"detected"
"581",442,"125",27,17,"c","Wieseck","Gießen","Hessen","j","j","j","j",NA,"detected","","",479429.138736761,5605974.57769192,"detected"
"582",446,"125",27,24,"du","Oppenrod","Gießen","Hessen","j","j","j",NA,NA,"detected","","",486060.313124367,5603539.80053628,"detected"
"584",449,"125",28,4,"ao","Weitershain","Gießen","Hessen","j","j","j","j",NA,"detected","","",497441.69979087,5612751.23841768,"detected"
"585",450,"125",28,7,"bo","Geilshausen","Gießen","Hessen","j",NA,NA,NA,NA,"detected","","",492625.7930637,5610487.38054459,"detected"
"586",451,"125",28,9,"cu","Lumda","Gießen","Hessen","j","j","j","j",NA,"detected","","",496188.213547082,5609171.45349357,"detected"
"587",452,"125",28,11,"cd","Bersrod","Gießen","Hessen","j","j","j","j",NA,"detected","","",489536.712287172,5607245.68450138,"detected"
