,Quadrant,Teilquadrant,Ortsnummer,Ortsbuchstaben,Ortsname_cor,Kreis,Land,I,II,III,IV,X12,RES_1st_run,Ortsname_old,Stadt oder Gemeinde oder Landkreis
116,112,4,6,dl,Volkerode,Göttingen,Hannover,j,j,j,j,NA,detected,,
148,112,8,18,dl,Landwehrhagen,Münden,Hannover,j,j,j,j,NA,detected,,
156,112,10,14,co,Hohengandern,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
190,112,17,23,du,Pfaffschwende,Heiligenstadt,Pr. Sachsen,j,NA,j,j,NA,detected,,
216,112,24,12,cu,Hildebrandshausen,Mühlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,
236,112,30,7,dr,Treffurt,Mühlhausen,Pr. Sachsen,j,j,j,NA,NA,detected,,
238,112,30,17,cr,Schnellmannshausen,Mühlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,
260,112,36,6,ao,Ifta,Eisenach,Thüringen,j,j,j,j,NA,detected,,
409,125,22,10,bl,Homberg,Alsfeld,Hessen,j,j,j,j,NA,detected,,
528,126,5,8,c,Gerstungen,Eisenach,Thüringen,j,j,NA,j,NA,detected,,
532,126,5,22,c,Dippach,Eisenach,Thüringen,j,j,j,j,NA,detected,,
534,126,6,2,a,Neuenhof,Eisenach,Thüringen,j,j,j,j,NA,detected,,
572,126,16,5,cl,Unterbreizbach,Eisenach,Thüringen,j,j,j,j,NA,detected,,
624,126,28,8,b,Ketten,Eisenach,Thüringen,j,j,j,j,NA,detected,,
631,126,29,17,b,Unterweid,Eisenach,Thüringen,j,j,j,j,NA,detected,,
678,138,4,15,co,Hundsangen,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
713,138,15,8,c,Sulzbach,Unterlahnkreis,Hessen-Nassau,NA,NA,j,j,NA,detected,,
777,138,33,19,ao,Oberdiebach,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,
967,139,26,11,bo,Sulzbach,Unterlahnkreis,Hessen-Nassau,NA,j,NA,NA,NA,detected,,
983,139,30,13,al,Huckelheim,BA. Alzenau,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1007,139,35,22,du,Kleinostheim,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),NA,NA,j,j,NA,detected,,
1035,140,9,13,d,Kothen,BA. Brückenau,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1047,140,15,21,a,Zeitlofs,BA. Brückenau,BegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1052,140,25,16,br,Wiesen,BA. Lohr,RegBez. Unterfranken (Bayern),j,NA,NA,NA,NA,detected,,
1082,151,7,11,au,Nierstein,Oppenheim,Hessen,j,NA,NA,NA,NA,detected,,
1084,151,7,16,d,Oppenheim,Oppenheim,Hessen,j,j,j,j,NA,detected,,
1110,151,11,18,ac,Mömlingen,BA. Obernburg,RegBez. Unterfranken (Bayern),NA,NA,NA,j,NA,detected,,
1245,151,33,6,c,Weinheim,AB. Weinheim,Baden,j,j,j,NA,NA,detected,,
1259,151,35,24,dl,Reisenbach,AB. Buchen,Baden,NA,j,j,j,NA,detected,,
3,98,36,14,cl,Körbecke,Warburg,Westfalen,j,j,NA,NA,NA,detected,,
5,98,36,18,co,Rösebeck,Warburg,Westfalen,j,j,j,j,NA,detected,,
17,111,5,9,do,Wormeln,Warburg,Westfalen,j,j,j,j,NA,detected,,
27,111,9,3,au,Beringhausen,Brilon,Westfalen,j,j,j,j,NA,detected,,
106,112,3,1,c,Bühren,Münden,Hannover,j,j,j,j,NA,detected,,
146,112,8,14,co,Lutterberg,Münden,Hannover,j,j,j,j,NA,detected,,
157,112,10,25,c,Gerbershausen,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
233,112,30,3,a,Wendehausen,Mühlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,
285,124,29,3,c,Nister-Möhrendorf,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
287,124,29,8,a,Waigandshain,Oberwesterwaldkreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,
307,124,35,3,d,Mittelhofen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
597,126,22,15,cu,Kranlucken,Eisenach,Thüringen,j,j,j,j,NA,detected,,
632,126,29,19,ac,Kaltenwestheim,Eisenach,Thüringen,j,j,j,j,NA,detected,,
698,138,10,3,d,Eppenrod,Unterlahnkreis,Hessen-Nassau,NA,NA,j,j,NA,detected,,
726,138,17,2,cr,Lohrheim,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
755,138,27,14,d,Weisel,St. Goarshausen,Hessen-Nassau,j,j,NA,j,NA,detected,,
773,138,33,8,c,Steeg,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,
776,138,33,18,bo,Manubach,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,
778,138,33,19,co,Oberheimbach,St. Goar,Rheinprovinz,j,NA,NA,NA,NA,detected,,
990,139,31,21,ab,Hochheim,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,
1086,151,7,21,dl,Dienheim,Oppenheim,Hessen,j,j,j,j,NA,detected,,
1118,151,13,17,ao,Gimbsheim,Worms,Hessen,j,NA,NA,NA,NA,detected,,
1119,151,13,23,cu,Eich,Worms,Hessen,j,j,j,NA,NA,detected,,
1124,151,14,7,d,Eich,Darmstadt,Hessen,j,NA,NA,NA,NA,detected,,
1203,151,26,25,a,Hemsbach,AB. Weinheim,Baden,NA,NA,NA,j,NA,detected,,
1257,151,35,15,c,Schlossau,AB. Buchen,Baden,j,j,j,NA,NA,detected,,
11,111,4,11,cr,Obermarsberg,Brilon,Westfalen,j,j,j,j,NA,detected,,
15,111,5,4,dr,Warburg,Warburg,Westfalen,j,j,j,NA,NA,detected,,
48,111,21,17,ao,Medebach,Brilon,Westfalen,j,j,j,NA,NA,detected,,
49,111,21,21,cl,Medelon,Brilon,Westfalen,j,j,j,NA,NA,detected,,
153,112,10,4,bd,Reiffenhausen,Göttingen,Hannover,j,j,j,j,NA,detected,,
192,112,17,24,c,Sickerode,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
218,112,24,24,au,Diedorf,Mühlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,
261,112,36,8,c,Creuzburg,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
265,124,23,8,d,Lützeln,Siegen,Westfalen,j,j,NA,NA,NA,detected,,
320,125,1,21,bd,Herbertshausen,Wittgenstein,Westfalen,NA,NA,NA,j,NA,detected,,
340,125,7,1,bl,Banfe,Wittgenstein,Westfalen,j,j,j,NA,NA,detected,,
576,126,17,11,al,Sünna,Eisenach,Thüringen,j,j,j,j,NA,detected,,
633,126,29,19,do,Mittelsdorf,Eisenach,Thüringen,j,NA,NA,NA,NA,detected,,
677,138,4,13,b,Steinefrenz,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
740,138,22,21,cu,Lautert,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
979,139,29,22,du,Alzenau,BA. Alzenau,RegBez. Unterfranken (Bayern),j,j,j,NA,NA,detected,,
1008,139,36,2,al,Krombach,BA. Alzenau,BegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1115,151,13,11,a,Guntersblum,Oppenheim,Hessen,j,j,j,j,NA,detected,,
1251,151,33,16,c,Hohensachsen,AB. Weinheim,Baden,j,j,j,j,NA,detected,,
111,112,3,18,bl,Meensen,Münden,Hannover,j,j,j,j,NA,detected,,
112,112,3,22,du,Lippoldshausen,Münden,Hannover,j,j,j,j,NA,detected,,
119,112,4,13,a,Obernjesa,Göttingen,Hannover,j,j,j,j,NA,detected,,
120,112,4,14,co,Ballenhausen,Göttingen,Hannover,j,j,j,j,NA,detected,,
187,112,17,2,d,Wüstheuterode,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
237,112,30,13,du,Falken,Mühlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,
240,112,30,23,c,Scherbda,Eisenach,Thüringen,j,j,j,j,NA,detected,,
290,124,29,17,bd,Rennerod,Oberwesterwaldkreis,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
535,126,6,3,ad,Stedtfeld,Eisenach,Thüringen,j,j,j,j,NA,detected,,
720,138,16,10,c,Schönborn,Unterlahnkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
758,138,27,18,cd,Dörscheid,St. Goarshausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,
1235,151,31,1,br,Roxheim,BA. Frankenthal,RegBez. Pfalz (Bayern),j,j,j,NA,NA,detected,,
1,98,36,2,dr,Borgentreich,Warburg,Westfalen,j,j,j,j,NA,detected,,
4,98,36,16,cl,Dössel,Warburg,Westfalen,j,NA,NA,NA,NA,detected,,
108,112,3,12,ar,Niederscheden,Münden,Hannover,j,j,j,j,NA,detected,,
110,112,3,14,bo,Jühnde,Münden,Hannover,NA,NA,NA,j,NA,detected,,
214,112,24,3,c,Effelder,Mühlhausen,Pr. Sachsen,j,NA,NA,NA,NA,detected,,
239,112,30,23,br,Frankenroda,Eisenach,Thüringen,j,j,j,j,NA,detected,,
263,112,36,19,c,Madelungen,Eisenach,Thüringen,j,j,j,j,NA,detected,,
537,126,6,11,cr,Oberellen,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
551,126,11,14,b,Frauensee,Eisenach,Thüringen,j,j,j,j,NA,detected,,
634,126,29,20,co,Kaltensundheim,Eisenach,Thüringen,j,j,j,j,NA,detected,,
636,126,29,24,du,Reichenhausen,Eisenach,Thüringen,j,j,j,j,NA,detected,,
702,138,10,24,b,Balduinstein,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
752,138,27,5,ao,Niederwallmenach,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,
772,138,33,1,do,Perscheid,St. Goar,Rheinprovinz,j,j,j,NA,NA,detected,,
1117,151,13,16,cu,Alsheim,Worms,Hessen,j,j,j,j,NA,detected,,
1260,151,36,1,c,Mörschenhardt,AB. Buchen,Baden,NA,NA,NA,j,NA,detected,,
1262,151,36,12,cu,Mudau,AB. Buchen,Baden,j,j,j,j,NA,detected,,
109,112,3,12,b,Oberscheden,Münden,Hannover,j,j,j,j,NA,detected,,
117,112,4,8,bl,Niedernjesa,Göttingen,Hannover,j,j,j,j,NA,detected,,
130,112,5,21,a,Lichtenhagen,Göttingen,Hannover,j,j,j,j,NA,detected,,
217,112,24,15,ar,Eigenrieden,Mühlhausen,Pr. Sachsen,j,j,j,NA,NA,detected,,
234,112,30,5,ao,Heyerode,Mühlhausen,Pr. Sachsen,j,j,j,j,NA,detected,,
284,124,28,24,b,Halbs,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
304,124,34,13,ao,Kaden,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
554,126,11,24,au,Kieselbach,Eisenach,Thüringen,j,j,j,j,NA,detected,,
725,138,16,21,dr,Lollschied,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
734,138,21,10,ab,Miehlen,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,
757,138,27,17,ad,Oberwesel,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,
1109,151,11,15,dl,Kleinwallstadt,BA. Obernburg,RegBez. Unterfranken (Bayern),j,NA,NA,NA,NA,detected,,
1155,151,18,2,a,Rück,BA. Obernburg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1230,151,30,11,c,Kirchzell,BA. Miltenberg,RegBez. Unterfranken (Bayern),j,j,NA,j,NA,detected,,
118,112,4,10,cu,Reinhausen,Göttingen,Hannover,j,j,j,j,NA,detected,,
165,112,11,24,cu,Lutter,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
188,112,17,4,d,Kalteneber,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
242,112,31,17,ac,Kasdorf,Fritzlar-Homberg,Hessen-Nassau,j,j,j,j,NA,detected,,
264,124,23,6,d,Emmerzhausen,Altenkirchen,Rheinprovinz,NA,NA,NA,j,NA,detected,,
305,124,34,21,dr,Oberahr,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
538,126,6,17,d,Förtha,Eisenach,Thüringen,j,j,j,j,NA,detected,,
662,126,35,20,c,Fladungen,BA. Mellrichststadt,RegBez. Unterfranken (Bayern),NA,j,j,j,NA,detected,,
669,138,2,13,bd,Stromberg,Unterwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
699,138,10,6,b,Stahlhofen,Unterwesterwaldkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
721,138,16,13,cr,Kördorf,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
756,138,27,16,cr,Damscheid,St. Goar,Rheinprovinz,j,j,NA,NA,NA,detected,,
779,138,33,21,bu,Dichtelbach,Simmern,Rheinprovinz,j,j,j,j,NA,detected,,
1076,151,5,10,a,Aschaffenburg,NA,RegBez. Unterfranken (Bayern),j,j,j,j,"Kreis nicht angegeben, vermutlich aber Aschaffenburg",detected,,
1238,151,31,17,dr,Oppau,BA. Frankenthal,RegBez. Pfalz (Bayern),j,j,j,j,NA,detected,,
107,112,3,4,au,Bördel,Münden,Hannover,j,j,j,j,NA,detected,,
113,112,4,1,br,Mengershausen,Göttingen,Hannover,j,j,j,j,NA,detected,,
158,112,11,2,cr,Schachtebich,Heiligenstadt,Pr. Sachsen,j,j,NA,NA,NA,detected,,
539,126,6,23,b,Wolfsburg-Unkeroda,Eisenach,Thüringen,j,j,j,j,NA,detected,,
718,138,16,4,co,Steinsberg,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
751,138,27,2,do,Patersberg,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,detected,,
754,138,27,11,du,Niederburg,St. Goar,Rheinprovinz,j,j,NA,NA,NA,detected,,
1078,151,6,11,cl,Schweinheim,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1195,151,24,8,du,Bürgstadt,BA. Miltenberg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1196,151,24,13,dl,Miltenberg,BA. Miltenberg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1201,151,26,10,au,Heppenheim,Heppenheim,Hessen,j,j,j,j,NA,detected,,
1228,151,30,7,ad,Amorbach,BA. Miltenberg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
115,112,4,4,dr,Diemarden,Göttingen,Hannover,j,j,j,j,NA,detected,,
128,112,5,12,cu,Bremke,Göttingen,Hannover,j,j,j,j,NA,detected,,
161,112,11,12,bo,Steinheuterode,Heiligenstadt,Pr. Sachsen,j,j,NA,j,NA,detected,,
283,124,28,22,b,Bellingen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
536,126,6,10,ad,Eisenach,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
555,126,12,1,br,Marksuhl,Eisenach,Thüringen,j,j,j,j,NA,detected,,
577,126,17,14,du,Stadtlengsfeld,Eisenach,Thüringen,j,NA,NA,j,NA,detected,,
697,138,10,1,al,Holler,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
717,138,16,2,bo,Laurenburg,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
722,138,16,16,ac,Singhofen,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
736,138,21,13,b,Himmighofen,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,
753,138,27,7,al,Biebernheim,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,
1010,139,36,21,cr,Goldbach,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),NA,j,j,j,NA,detected,,
1156,151,18,3,co,Sommerau,BA. Obernburg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1233,151,30,17,d,Beuchen,BA. Miltenberg,RegBez. Unterfranken (Bayern),NA,NA,j,j,NA,detected,,
1239,151,31,21,bu,Studernheim,BA. Frankenthal,RegBez. Pfalz (Bayern),j,j,j,NA,NA,detected,,
122,112,5,1,ao,Klein Lengden,Göttingen,Hannover,j,j,j,j,NA,detected,,
193,112,18,1,du,Flinsberg,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
194,112,18,13,a,Wachstedt,Mühlhausen,Pr. Sachsen,NA,j,NA,NA,NA,detected,,
303,124,34,6,a,Wölferlingen,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
556,126,12,3,bo,Eckardtshausen,Eisenach,Thüringen,j,j,j,j,NA,detected,,
639,126,30,17,d,Oberkatz,Meiningen,Thüringen,j,NA,NA,NA,NA,detected,,
694,138,9,10,co,Oberelbert,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
701,138,10,16,au,Hübingen,Unterwesterwaldkreis,Hessen-Nassau,NA,j,j,NA,NA,detected,,
1009,139,36,18,ad,Sailauf,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1011,139,36,21,dr,Hösbach,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),NA,NA,NA,j,NA,detected,,
1229,151,30,8,co,Schneeberg,BA. Miltenberg,RegBez. Unterfranken (Bayern),j,j,j,NA,NA,detected,,
125,112,5,7,ar,Gelliehausen,Göttingen,Hannover,j,j,j,j,NA,detected,,
136,112,6,11,d,Neuendorf,Worbis,Pr. Sachsen,j,j,j,j,NA,detected,,
301,124,33,15,c,Ewighausen,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
637,126,30,3,al,Friedelshausen,Meiningen,Thüringen,j,j,j,j,NA,detected,,
675,138,3,20,al,Eschelbach,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
1079,151,6,12,ao,Haibach,BA. Aschaffenburg,RegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,
1261,151,36,3,b,Hettigenbeuern,AB. Buchen,Baden,j,NA,NA,NA,NA,detected,,
170,112,12,16,d,Geisleden,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
676,138,3,24,bl,Horressen,Unterwesterwaldkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
1194,151,24,5,au,Freudenberg,AB. Wertheim,Baden,NA,j,j,j,NA,detected,,
282,124,28,16,b,Lochum,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
557,126,12,9,b,Etterwinden,Eisenach,Thüringen,NA,NA,NA,j,NA,detected,,
124,112,5,3,co,Wöllmarshausen,Göttingen,Hannover,j,j,NA,j,NA,detected,,
297,124,33,4,d,Steinen,Unterwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
302,124,33,23,b,Vielbach,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
559,126,12,18,ar,Möhra,Meiningen,Thüringen,j,j,j,j,NA,detected,,
580,126,18,7,b,Bad Salzungen,Meiningen,Thüringen,j,j,j,j,NA,detected,,
607,126,24,13,a,Rosa,Meiningen,Thüringen,j,j,j,j,NA,detected,,
665,126,36,23,c,Willmars,BA. Mellrichststadt,RegBez. Unterfranken (Bayern),NA,j,j,j,NA,detected,,
673,138,3,4,cu,Siershahn,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
696,138,9,19,cu,Zimmerschied,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
714,138,15,9,c,Dienethal,Unterlahnkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
716,138,15,18,ao,Schweighausen,Unterlahnkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
735,138,21,11,b,Dahlheim,St. Goarshausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
1231,151,30,14,d,Rippberg,AB. Buchen,Baden,j,j,j,j,NA,detected,,
126,112,5,8,bo,Rittmarshausen,Göttingen,Hannover,NA,NA,j,NA,NA,detected,,
127,112,5,8,do,Kerstlingerode,Göttingen,Hannover,j,j,j,j,NA,detected,,
171,112,12,23,ar,Kreuzebra,Heiligenstadt,Pr. Sachsen,j,j,j,NA,NA,detected,,
139,112,6,21,cl,Günterode,Heiligenstadt,Pr. Sachsen,j,j,j,j,NA,detected,,
640,126,30,24,b,Stepfershausen,Meiningen,Thüringen,j,j,j,j,NA,detected,,
275,124,27,10,cd,Gehlert,Oberwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
298,124,33,8,a,Rückeroth,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
560,126,12,24,ad,Gumpelstadt,Meiningen,Thüringen,j,j,NA,NA,NA,detected,,
606,126,24,9,bl,Helmers,Meiningen,Thüringen,j,NA,NA,NA,NA,detected,,
608,126,24,14,d,Zillbach,Meiningen,Thüringen,j,j,NA,NA,NA,detected,,
711,138,15,3,bl,Dausenau,Unterlahnkreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,
715,138,15,12,ab,Becheln,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,
920,139,17,23,cl,Diebach,Büdingen,Hessen,j,j,j,j,NA,detected,,
300,124,33,12,d,Krümmel,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
306,124,34,23,ad,Herschbach,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
583,126,18,14,au,Immelborn,Meiningen,Thüringen,j,j,j,j,NA,detected,,
693,138,9,7,cu,Neuhäusel,Unterwesterwaldkreis,Hessen-Nassau,NA,j,j,j,NA,detected,,
695,138,9,12,ab,Eitelborn,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,j,NA,detected,,
1266,151,36,20,c,Buchen,AB. Buchen,Baden,j,NA,NA,NA,NA,detected,,
581,126,18,9,du,Barchfeld,Herrschaft Schmalkalden,Hessen-Nassau,NA,NA,NA,j,NA,detected,,
692,138,9,6,co,Simmern,Unterwesterwaldkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,
712,138,15,6,a,Frücht,St. Goarshausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,
276,124,27,13,ao,Höchstenbach,Oberwesterwaldkreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,
299,124,33,11,ad,Brückrachdorf,Neuwied,Rheinprovinz,j,j,j,NA,NA,detected,,
670,138,2,15,c,Grenzau,Unterwesterwaldkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,
132,112,6,2,do,Immingerode,Duderstadt,Hannover,j,j,j,j,NA,detected,,
137,112,6,18,dr,Hundeshagen,Worbis,Pr. Sachsen,NA,NA,NA,j,NA,detected,,
